corp,year,operating_income,revenue,net_income,outstanding_shares,total_liabilities,total_assets,cash_flow_per_share,sales_per_share,current_assets,current_liabilities,inventory,net_working_capital,non_current_assets,non_current_liabilities
GS리테일,2021,219542226098.0,9690659322385.0,801275553361.0,209435844,5041586937987.0,9455972982478.0,3413.227490343057,46270.299951067595,1183932817746.0,2055199218764.0,193041259840.0,-871266401018.0,8272040164732.0,2986387719223.0
GS리테일,2022,245131973064.0,11226428523558.0,47609804762.0,209435844,5412417744683.0,9832423124845.0,3402.0463104491323,53603.186107713256,1366113278315.0,2173617697970.0,226961885215.0,-807504419655.0,8466309846530.0,3238800046713.0
HDC,2018,95427441677.0,1547840798825.0,931303212769.0,119483442,1303651762016.0,3409742246791.0,1070.8268052321425,12954.437643543948,960275679136.0,688185445407.0,268105633197.0,272090233729.0,2449466567655.0,615466316609.0
HDC,2019,128121494512.0,1616692249290.0,275086282251.0,119483442,1857740750416.0,4208951127647.0,1422.9347371244962,13530.680253503242,1072404021393.0,934362388837.0,238083685599.0,138041632556.0,3136547106254.0,923378361579.0
HDC,2020,544670794788.0,3951863002088.0,191342520242.0,119483442,5271895147938.0,9617140797332.0,-3969.0812323769514,33074.56611509401,5830185892907.0,3328383405717.0,934039904922.0,2501802487190.0,3786954904425.0,1943511742221.0
HDC,2021,368697035249.0,4779586328802.0,230227330341.0,119483442,5846684847261.0,10651491647775.0,-73.42054361808559,40002.08103146208,6451751160577.0,3920442872096.0,1471088373631.0,2531308288481.0,4199740487198.0,1926241975165.0
HDC,2022,158535478442.0,5044944531629.0,36958373233.0,119483442,6759502438861.0,11592341237983.0,-11830.887278674145,42222.95949282245,6762367303826.0,4356654859253.0,2163502335266.0,2405712444573.0,4829973934157.0,2402847579608.0
HDC랩스,2018,14678824772.0,271978422066.0,24238968002.0,32920000,82414741627.0,290040644716.0,1126.1228877582016,8261.798969198057,151668116669.0,71831746457.0,0.0,79836370212.0,138372528047.0,10582995170.0
HDC랩스,2019,12952774365.0,252410792253.0,-5896574240.0,32920000,68592552104.0,237219484988.0,-136.9244339307412,7667.399521658566,142147975046.0,67625791575.0,9892056452.0,74522183471.0,95071509942.0,966760529.0
HDC랩스,2020,15323582080.0,260417433929.0,15668800447.0,32920000,54086835778.0,217997166279.0,225.31035598420414,7910.614639398542,192932135730.0,53635869551.0,6857081536.0,139296266179.0,25065030549.0,450966227.0
HDC랩스,2021,9666853635.0,274579528254.0,9090959987.0,51915202,145584905941.0,411391673094.0,436.3400302477875,5289.000479166006,319516460692.0,131703284598.0,8387996597.0,187813176094.0,91875212402.0,13881621343.0
HDC랩스,2022,12308450303.0,610731077048.0,12430810524.0,51915202,122062666858.0,382579391863.0,-542.3971348122656,11764.012341664393,283879539514.0,106496163827.0,9359678898.0,177383375687.0,98699852349.0,15566503031.0
HDC현대EP,2018,14354090860.0,910809613679.0,8496107438.0,63800000,318086293893.0,600353780384.0,128.5668495768025,14276.012753589343,381127761239.0,261197052511.0,139901017535.0,119930708728.0,219226019145.0,56889241382.0
HDC현대EP,2019,34065370336.0,835108420965.0,13170849742.0,31900000,263822644634.0,547277769174.0,3362.3502429780565,26178.947365673983,358583317473.0,217135089070.0,88778799133.0,141448228403.0,188694451701.0,46687555564.0
HDC현대EP,2020,34582862984.0,689421410227.0,13794072290.0,31900000,232179895824.0,524916604534.0,1861.949200815047,21611.956433448275,340902287760.0,155783415209.0,73874362049.0,185118872551.0,184014316774.0,76396480615.0
HDC현대EP,2021,28370561449.0,859757101927.0,10285175857.0,63800000,275234382972.0,582888461623.0,-11.479519106583073,13475.816644623825,387571799503.0,188572816468.0,130187583593.0,198998983035.0,195316662120.0,86661566504.0
HDC현대EP,2022,20387199874.0,1045880003604.0,10418776974.0,63800000,289863741271.0,603330216887.0,124.65767945141066,16393.10350476489,394001263744.0,205485758775.0,145421911121.0,188515504969.0,209328953143.0,84377982496.0
HDC현대산업개발,2018,317930502477.0,2792736856185.0,229852940958.0,87876440,3018991446361.0,4863355063497.0,5173.629979878566,31780.268479071296,3839524960880.0,2444816865907.0,775160828663.0,1394708094973.0,1023830102617.0,574174580454.0
HDC현대산업개발,2019,551487293833.0,4216489503536.0,413669803493.0,87876440,2177817169241.0,4409550765094.0,-1365.4268521005174,47982.02457377654,3235333823589.0,1726495743410.0,502195114096.0,1508838080179.0,1174216941505.0,451321425831.0
HDC현대산업개발,2020,585721101017.0,3670224980413.0,220205212182.0,131814660,3373063231937.0,6116097910011.0,-1964.1756162781894,27843.829968631715,4760551933547.0,2474041087423.0,450997842835.0,2286510846124.0,1355545976464.0,899022144514.0
HDC현대산업개발,2021,273435124620.0,3363905605791.0,176280916096.0,131814660,3681097259241.0,6566377904144.0,231.00240834365465,25519.965729085066,4955826205119.0,2846967258416.0,848227538703.0,2108858946703.0,1610551699025.0,834130000825.0
HDC현대산업개발,2022,116379700606.0,3298299641730.0,50219958316.0,131814660,4434454285936.0,7336326609377.0,-13163.518903382977,25022.252014533133,5442547023552.0,3459125496456.0,1574761815969.0,1983421527096.0,1893779585825.0,975328789480.0
HD한국조선해양,2018,-481365276000.0,13161045950000.0,-644987313000.0,141546232,11618935420000.0,24729898792000.0,893.8395548388742,92980.54610171467,12316692940000.0,9410253086000.0,1009063255000.0,2906439854000.0,12413205852000.0,2208682334000.0
HD한국조선해양,2019,290167614000.0,15182553166000.0,213081106000.0,141546232,12129057655000.0,25055372817000.0,-10343.749362399134,107262.14998079214,12545988679000.0,8941941350000.0,1318325637000.0,3604047329000.0,12509384138000.0,3187116305000.0
HD한국조선해양,2020,74367134000.0,14903657734000.0,-835177677000.0,141546232,12822965818000.0,25244191252000.0,-635.6188838711016,105291.80129641318,13001432736000.0,9511529229000.0,1252994979000.0,3489903507000.0,12242758516000.0,3311436589000.0
HD한국조선해양,2021,-1384815777000.0,15493381773000.0,-1141204413000.0,141546232,14879338674000.0,27293093978000.0,5905.091821872023,109458.10110296684,14562196013000.0,11286467399000.0,1554136717000.0,3275728614000.0,12730897965000.0,3592871275000.0
HD한국조선해양,2022,-355560593000.0,17302020185000.0,-295177096000.0,141546232,17571346490000.0,29883476300000.0,3265.687545818952,122235.82316906888,15775914217000.0,15033482523000.0,2203316626000.0,742431694000.0,14107562083000.0,2537863967000.0
HD현대,2018,861427338000.0,27256649937000.0,283985348000.0,32573234,12793660095000.0,23347820007000.0,20510.41760237869,836780.5891487472,8884243813000.0,8660182933000.0,4329882609000.0,224060880000.0,14463576194000.0,4133477162000.0
HD현대,2019,666593845000.0,26630333352000.0,115347380000.0,32573234,13830840336000.0,25715535189000.0,37010.92556545045,817552.6369902357,9935217592000.0,8022270883000.0,3876745323000.0,1912946709000.0,15780317597000.0,5808569453000.0
HD현대,2020,-597108836000.0,18910981519000.0,-789719525000.0,31597234,15461098130000.0,26558952365000.0,28074.453415764176,598501.1700391243,8049124007000.0,6336366091000.0,3021898860000.0,1712757916000.0,18509828358000.0,9124732039000.0
HD현대,2021,1036588377000.0,28353671478000.0,150575823000.0,157986170,23926584846000.0,35778647923000.0,27.181885604290553,179469.3261948182,13555036973000.0,11685895014000.0,6031871903000.0,1869141959000.0,22223610950000.0,12240689832000.0
HD현대,2022,3387008264000.0,60849668073000.0,2234955013000.0,157986170,42307197037000.0,65570861076000.0,13506.107338382848,385158.19500529696,30130809645000.0,26274593765000.0,9470742395000.0,3856215880000.0,35440051431000.0,16032603272000.0
HD현대건설기계,2018,208732469000.0,3233935220000.0,141055392000.0,39401586,1558347911000.0,3126514886000.0,-1513.5723724420636,82076.27022932528,2203850732000.0,945143036000.0,1024779408000.0,1258707696000.0,922664154000.0,613204875000.0
HD현대건설기계,2019,152121274000.0,2648713592000.0,50881204000.0,39401586,1610907648000.0,3188050894000.0,3940.682057823764,67223.52729659156,2151516855000.0,1052768754000.0,856691229000.0,1098748101000.0,1036534039000.0,558138894000.0
HD현대건설기계,2020,87436983000.0,2390509794000.0,8504674000.0,39401586,1768328167000.0,3355861001000.0,6973.091311603548,60670.39519678218,2264985349000.0,1156497059000.0,720741141000.0,1108488290000.0,1090875652000.0,611831108000.0
HD현대건설기계,2021,160708836000.0,3284339623000.0,126434170000.0,39401586,2011758293000.0,3559565864000.0,-4973.935516199779,83355.518303248,2469739869000.0,1499093241000.0,1013019217000.0,970646628000.0,1089825995000.0,512665052000.0
HD현대건설기계,2022,170610025000.0,3515611921000.0,99406644000.0,39401586,1781299828000.0,3448586770000.0,6471.50178167955,89225.13730792461,2350617095000.0,1373720575000.0,1144713350000.0,976896520000.0,1097969675000.0,407579253000.0
HD현대에너지솔루션,2019,22059851087.0,446103343108.0,23547402252.0,22400000,163296786652.0,481150927535.0,726.1402838392858,19915.327817321428,358736567454.0,157517853904.0,121684549679.0,201218713550.0,122414360081.0,5778932748.0
HD현대에너지솔루션,2020,8780655344.0,394396712556.0,6223748043.0,22400000,129498228264.0,458242117629.0,-431.67219165178574,17606.99609625,311596009597.0,108258398325.0,109965090083.0,203337611272.0,146646108032.0,21239829939.0
HD현대에너지솔루션,2021,9494797191.0,593163581874.0,-6655574104.0,22400000,285239400322.0,605558888690.0,1628.8513833482143,26480.51704794643,445279417567.0,255777451702.0,186225623922.0,189501965865.0,160279471123.0,29461948620.0
HD현대에너지솔루션,2022,90165877747.0,984812413122.0,60610132499.0,22400000,271292811162.0,652825960031.0,-1543.8676575892857,43964.839871517855,490181755892.0,237448773015.0,273182424443.0,252732982877.0,162644204139.0,33844038147.0
HD현대인프라코어,2018,848127446170.0,7730107942853.0,394169729413.0,416316154,7208351808471.0,11029166692044.0,2012.3594394754136,18567.878927064165,4426821769966.0,3778574164373.0,1524363766335.0,648247605593.0,6602344922078.0,3429777644098.0
HD현대인프라코어,2019,375434821904.0,4128135890359.0,395698170996.0,416322558,7071040942862.0,11338592981121.0,1362.9294531429161,9915.71513729746,4304912362842.0,4484419831639.0,1786289860152.0,-179507468797.0,7033680618279.0,2586621111223.0
HD현대인프라코어,2020,264444633845.0,3988103997064.0,285073683149.0,431863250,7537887589251.0,12026886193843.0,2433.2859293213764,9234.645450994036,5049615021074.0,3882642714190.0,1589908086009.0,1166972306884.0,6977271172769.0,3655244875061.0
HD현대인프라코어,2021,264507805577.0,4593665146349.0,567835830260.0,394869134,3412465903607.0,4782289797735.0,511.07723218751255,11633.386230560629,3239844128719.0,2768769542710.0,1077584469079.0,471074586009.0,1542445669016.0,643696360897.0
HD현대인프라코어,2022,332546884265.0,4756113501671.0,229551495990.0,395526822,3101626628384.0,4736667586250.0,44.83409730175012,12024.755938475899,3130852887243.0,2073870897823.0,1315174320657.0,1056981989420.0,1605814699007.0,1027755730561.0
HD현대일렉트릭,2018,-100581457249.0,1940412136088.0,-178926078845.0,40714270,1474757170794.0,2326055714894.0,-98.90177856559875,47659.26384257903,1651651858686.0,1123316044022.0,424705401756.0,528335814664.0,674403856208.0,351441126772.0
HD현대일렉트릭,2019,-156694465555.0,1771133588482.0,-264300822542.0,72094270,1556258916971.0,2256474848477.0,798.16100283698,24566.91202341046,1484220244388.0,1123767373332.0,390771146147.0,360452871056.0,772254604089.0,432491543639.0
HD현대일렉트릭,2020,72699092216.0,1811344734384.0,-40246346429.0,72094270,1593446800528.0,2272620339599.0,2836.929873996921,25124.669885470787,1474374926184.0,1275328870603.0,358593899339.0,199046055581.0,798245413415.0,318117929925.0
HD현대일렉트릭,2021,9736360055.0,1805991746883.0,-33686739374.0,72094270,1568748135135.0,2214970249748.0,1522.6926640494453,25050.42005256451,1398337921716.0,1252495843373.0,357079097027.0,145842078343.0,816632328032.0,316252291762.0
HD현대일렉트릭,2022,133040987326.0,2104499487335.0,162017992899.0,72094270,1603861296111.0,2435030170738.0,-1721.8956645098147,29190.93968681561,1548305844287.0,1411144505503.0,627806183081.0,137161338784.0,886724326451.0,192716790608.0
HD현대중공업,2020,32509061000.0,8312009823000.0,-431445898000.0,141546232,8438873228000.0,13799657849000.0,-1412.964613568802,58722.93246915962,6999361510000.0,5976923117000.0,778986820000.0,1022438393000.0,6800296339000.0,2461950111000.0
HD현대중공업,2021,-800262777000.0,8311275924000.0,-814227962000.0,177546232,9484646542000.0,15078671491000.0,4292.1856995534545,46811.89699367993,7886064934000.0,7048607453000.0,898666745000.0,837457481000.0,7192606557000.0,2436039089000.0
HD현대중공업,2022,-289151153000.0,9045480488000.0,-352064622000.0,177546232,11001578566000.0,16289398053000.0,401.12594448075924,50947.183649608516,8000865934000.0,9072004186000.0,1377137503000.0,-1071138252000.0,8288532119000.0,1929574380000.0
HJ중공업,2018,61676000000.0,1697869000000.0,-1283647000000.0,212105016,3441806000000.0,2733620000000.0,1981.0705466767463,8004.85076694273,1720906000000.0,2140149000000.0,519198000000.0,-419243000000.0,1012714000000.0,1301657000000.0
HJ중공업,2019,83839000000.0,1628751000000.0,306169000000.0,166548562,2225228000000.0,2470222000000.0,936.26746534143,9779.435982161167,1300538000000.0,1845223000000.0,363759000000.0,-544685000000.0,1169684000000.0,380005000000.0
HJ중공업,2020,51629000000.0,1695815000000.0,78346000000.0,166548562,1873852000000.0,2193855000000.0,1587.8491943989286,10182.105324932196,1067516000000.0,1034561000000.0,167158000000.0,32955000000.0,1126339000000.0,839291000000.0
HJ중공업,2021,-108991000000.0,1706532000000.0,-139844000000.0,166548562,1953231000000.0,2385236000000.0,-664.2687194141009,10246.452923442233,948999000000.0,949994000000.0,147110000000.0,-995000000.0,1436237000000.0,1003237000000.0
HJ중공업,2022,6625000000.0,1788163000000.0,-50160000000.0,166548562,2182707000000.0,2567697000000.0,507.809848277165,10736.586245638075,1430318000000.0,1418222000000.0,200698000000.0,12096000000.0,1137379000000.0,764485000000.0
HL D&I,2018,59876991354.0,1299707062679.0,-12072113815.0,98098724,1528092996691.0,1793753460658.0,1363.0556114674846,13248.970115849825,1029200393389.0,1271614021368.0,137511375931.0,-242413627979.0,764292479010.0,256478975323.0
HL D&I,2019,63553472712.0,1292444601074.0,2723762874.0,98098724,1327117098175.0,1588187042242.0,-1320.7148066064549,13174.93794388192,687145104478.0,986139403414.0,75582632490.0,-298994298936.0,901041937764.0,340977694761.0
HL D&I,2020,89789194057.0,1550877044212.0,109895931842.0,98098724,1279380184054.0,1653568577954.0,-1596.5229793610772,15809.34981592625,786727383442.0,875320007303.0,113403804149.0,-88592623861.0,866841194512.0,404060176751.0
HL D&I,2021,78587300029.0,1475299061534.0,99926469194.0,94426968,1104826105380.0,1521351990525.0,-225.69714556544906,15623.704676549605,778188926771.0,650866568075.0,184641974501.0,127322358696.0,727074062449.0,450718794742.0
HL D&I,2022,52621392074.0,1472088271680.0,25099610222.0,93730868,1240232282310.0,1667421795499.0,-157.08980755411335,15705.479988513496,766565951434.0,679492692355.0,209897929337.0,87073259079.0,900855844065.0,560739589955.0
HLB글로벌,2018,-4041551155.0,13237690408.0,-11915112891.0,45020042,87638250493.0,159993622385.0,12.721149771472891,294.0399391009009,87933978404.0,62377170428.0,3178462680.0,25556807976.0,72059643981.0,25261080065.0
HLB글로벌,2019,5702285149.0,30027700209.0,-22868904682.0,56868274,48334755664.0,129401748880.0,-112.8450700824857,528.0220076487639,58047356040.0,31399540441.0,4516976953.0,26647815599.0,71354392840.0,16935215223.0
HLB글로벌,2020,-14183096101.0,35376821510.0,-29566508141.0,65399244,57149140836.0,130769262935.0,-198.74039993489833,540.9362455321349,41071844195.0,31717283580.0,7233582196.0,9354560615.0,89697418740.0,25431857256.0
HLB글로벌,2021,-13342319872.0,45046153029.0,-13082245477.0,84131674,50506519752.0,163865354144.0,-70.83864475346111,535.4244232558597,60284066244.0,45771991420.0,8039781239.0,14512074824.0,103581287900.0,4734528332.0
HLB글로벌,2022,-14740243001.0,44591899196.0,-15243254205.0,84734084,52237490080.0,120246185135.0,-95.35225233567168,526.2569333492766,48165129978.0,49346761912.0,9754627714.0,-1181631934.0,72081055157.0,2890728168.0
HL만도,2018,197410787374.0,5664832721067.0,112927632658.0,93914240,2955506315018.0,4437275124272.0,3054.438529556327,60319.209536988215,1972735304731.0,1835787621732.0,318629994603.0,136947682999.0,2464539819541.0,1119718693286.0
HL만도,2019,218566072916.0,5981877182405.0,118239649304.0,93914240,3010006243656.0,4595620752355.0,2901.682332562133,63695.10291948271,2109809125607.0,1756845257556.0,336797164364.0,352963868051.0,2485811626748.0,1253160986100.0
HL만도,2020,88701330636.0,5563504491650.0,13861437600.0,93914240,3228765245944.0,4938346284697.0,4578.843863167077,59240.26528511544,2407039792862.0,2031614332906.0,322573148162.0,375425459956.0,2531306491835.0,1197150913038.0
HL만도,2021,232312044666.0,6147433112950.0,178615842352.0,93914240,3660109900441.0,5704365860108.0,4394.306390117196,65457.94453482241,2944289899743.0,2129591136669.0,544104985234.0,814698763074.0,2760075960365.0,1530518763772.0
HL만도,2022,248102024875.0,7516163841233.0,118287647376.0,93914240,3572095295017.0,5845841407280.0,-141.92610905438835,80032.20641761036,2980301901430.0,2150797625451.0,665213255755.0,829504275979.0,2865539505850.0,1421297669566.0
HL홀딩스,2018,57948870836.0,886548282858.0,13104428086.0,21605382,858901126554.0,1724148920710.0,37.66376979587771,41033.67775945827,350494484474.0,288541153145.0,78194531406.0,61953331329.0,1355651876829.0,568562352606.0
HL홀딩스,2019,75417771989.0,798365158872.0,41062916054.0,20944140,874308075226.0,1760403390796.0,2183.7838923441113,38118.784484442906,322300306463.0,494541506576.0,81171466237.0,-172241200113.0,1438103084333.0,379766568650.0
HL홀딩스,2020,90746195580.0,735797639327.0,44095656585.0,20944140,1074612373553.0,1961514202619.0,1108.042604184273,35131.43243537333,372074591052.0,472074352891.0,88427038496.0,-99999761839.0,1589439611567.0,602538020662.0
HL홀딩스,2021,139896491686.0,1041158412406.0,106178135146.0,20944140,1280483945194.0,2294958466711.0,4045.152856312076,49711.20382149852,475826661391.0,522746745833.0,99558349782.0,-46920084442.0,1819131805320.0,757737199361.0
