corp,year,operating_income,revenue,net_income,outstanding_shares,total_liabilities,total_assets,cash_flow_per_share,sales_per_share,current_assets,current_liabilities,inventory,net_working_capital,non_current_assets,non_current_liabilities
롯데정보통신,2022,34251438232.0,1047704877833.0,28385062388.0,30792662,417980301556.0,871931521611.0,469.24335849885273,34024.49836370107,366285909491.0,277820826605.0,36638290162.0,88465082886.0,505645612120.0,140159474951.0
롯데지주,2018,98417977569.0,7271172031915.0,435830877348.0,211793720,19184879880252.0,27618347495562.0,-3903.1101177834735,34331.386369317275,15476939685202.0,16339684515914.0,423570116094.0,-862744830712.0,12141407810360.0,2845195364338.0
롯데지주,2019,174854879971.0,8856161430101.0,-505308590011.0,211793720,7813213753005.0,15605750443735.0,3088.5683793740436,41815.0331846525,3126610863649.0,3786893004751.0,477699230271.0,-660282141102.0,12479139580086.0,4026320748254.0
롯데지주,2020,156248961998.0,9086649229563.0,-238878978680.0,211793720,8848916625853.0,16680023234382.0,1806.3156176915916,42903.29868875715,4902602526063.0,4745451821342.0,666767838178.0,157150704721.0,11777420708319.0,4103464804511.0
롯데지주,2021,216401073913.0,9924864014193.0,150433761012.0,211793720,10292586180274.0,19921883103681.0,2835.1416648425648,46860.992923647595,4772463498357.0,4567004950167.0,990912975502.0,205458548190.0,15149419605324.0,5725581230107.0
롯데지주,2022,489830602915.0,14111852309175.0,336571001704.0,211429680,12409157931313.0,22175416666050.0,4276.319507440961,66744.89744852757,5621713796062.0,6169727343827.0,1275635909605.0,-548013547765.0,16553702869988.0,6239430587486.0
롯데칠성음료,2018,84951863655.0,2346277858505.0,-50013437693.0,1753754,2073864977296.0,3311280026661.0,48986.17516196684,1337860.3033863357,688715672624.0,689030411472.0,257098970295.0,-314738848.0,2622564354037.0,1384834565824.0
롯데칠성음료,2019,107665774804.0,2429527266539.0,-144005703597.0,17537540,2028505104216.0,3256509992171.0,7645.08367547558,138532.9565343258,788387955913.0,941629484452.0,273940057416.0,-153241528539.0,2468122036258.0,1086875619764.0
롯데칠성음료,2020,97230309774.0,2257973300939.0,-16801842344.0,19500866,2161226816573.0,3466112902925.0,15559.48857194342,115788.36042148077,893273738535.0,864944909992.0,257369471186.0,28328828543.0,2572839164390.0,1296281906581.0
롯데칠성음료,2021,182218380367.0,2506093270200.0,137076880540.0,20108388,2151774423248.0,3596830123178.0,15968.488970125303,124629.24776466418,994500442413.0,970974140682.0,305372216736.0,23526301731.0,2602329680765.0,1180800282566.0
롯데칠성음료,2022,222858437341.0,2841747049867.0,131094281214.0,20108388,2283769460026.0,3695935640310.0,13344.381210070145,141321.47489231857,1019994253786.0,1154623005968.0,343437520806.0,-134628752182.0,2675941386524.0,1129146454058.0
롯데케미칼,2018,1946177381500.0,16073061465123.0,1599822516724.0,68550838,7254811592591.0,20799138833104.0,20144.579791030417,234469.21925481057,8143917538954.0,3961420261244.0,1777344107136.0,4182497277710.0,12655221294150.0,3293391331347.0
롯데케미칼,2019,1107258909223.0,15123477947655.0,858584463898.0,68550838,5989974765604.0,20043105157128.0,18641.191039254692,220616.96674889664,7220858878213.0,2740030326653.0,1679720619364.0,4480828551560.0,12822246278915.0,3249944438951.0
롯데케미칼,2020,356911281146.0,12223031551258.0,175348148336.0,68550838,5674190700686.0,19386545994630.0,19121.74938131318,178306.08505847878,6876462666084.0,2867690834694.0,1557128565647.0,4008771831390.0,12510083328546.0,2806499865992.0
롯데케미칼,2021,1535640888894.0,18120462422756.0,1413648089227.0,68550838,7415917897738.0,22855160814019.0,21680.504516487457,264336.118294513,9430722837199.0,4579148533317.0,2793044446672.0,4851574303882.0,13424437976820.0,2836769364421.0
롯데케미칼,2022,-762606983916.0,22276082763692.0,27820456953.0,68550838,9520345523797.0,26784587810580.0,-2442.9379359738828,324957.1181564841,9466179970506.0,6384043035475.0,2548763114422.0,3082136935031.0,17318407840074.0,3136302488322.0
마니커,2018,460031632.0,269057962654.0,-11226393534.0,316945188,89886702541.0,193296431918.0,12.047119913995981,848.9100729114083,37020562929.0,79175138980.0,4478073871.0,-42154576051.0,156275868989.0,10711563561.0
마니커,2020,-30941490241.0,214794626683.0,-35169677938.0,396945188,120212238124.0,192098719908.0,-64.5991190350442,541.1191095809429,46235198198.0,89179115301.0,4819380084.0,-42943917103.0,0.0,31033122823.0
마니커,2021,-13037736353.0,252727006756.0,-50153043413.0,127022456,149174029926.0,196467020974.0,-68.78969712253084,1989.624627916185,69790935120.0,88881601053.0,3065812521.0,-19090665933.0,9708308592.0,60292428873.0
마니커,2022,-6965206428.0,320551280994.0,655477141.0,127022456,125649244999.0,174626136915.0,-36.457771695108775,2523.5796180322636,67103491502.0,88388630337.0,5016048956.0,-21285138835.0,0.0,37260614662.0
메타랩스,2019,-1389288050.0,49627781623.0,-25362334391.0,111306936,39682954991.0,98289716301.0,-36.128305786802,445.8642327824027,35542887227.0,24602950865.0,4779371335.0,10939936362.0,62746829074.0,15080004126.0
메타랩스,2020,-580360008.0,38651184273.0,-19340233269.0,127379874,23555344652.0,77019665045.0,10.705071179454928,303.4324266406481,27255748752.0,16356077721.0,6198998458.0,10899671031.0,49763916293.0,7199266931.0
메타랩스,2021,-2114389876.0,29344936324.0,-14647574283.0,147877306,28601817313.0,85034044701.0,15.414741075956577,198.4411071432421,36359141002.0,25559289266.0,3464837315.0,10799851736.0,48674903699.0,3042528047.0
메타랩스,2022,-2047208320.0,22659042216.0,-4146497020.0,49809378,11129379056.0,90016753672.0,8.987065708790823,454.91518115323584,29548680677.0,8845996179.0,1356662186.0,20702684498.0,60468072995.0,2283382877.0
명문제약,2018,4936910084.0,147498532162.0,327850566.0,49080000,150001918695.0,243065787844.0,361.1912647310513,3005.267566462918,106970792725.0,123355334916.0,20447040978.0,-16384542191.0,136094995119.0,26646583779.0
명문제약,2019,-14294351769.0,149346276617.0,-20832841844.0,49080000,184246225103.0,264441725201.0,61.815815342298286,3042.9151714955174,100741630392.0,133382417765.0,26078531947.0,-32640787373.0,163700094809.0,50863807338.0
명문제약,2020,-28964038575.0,127852855895.0,-27753013559.0,67906908,152250253580.0,243025042909.0,-124.99145882183298,1882.766564706495,80577325826.0,125320033722.0,30245901145.0,-44742707896.0,162447717083.0,26930219858.0
명문제약,2021,-5880803085.0,137759902074.0,-6804256793.0,67906908,137389372750.0,223263081737.0,69.5137901728643,2028.6581458546161,67466131070.0,113087638840.0,26031634215.0,-45621507770.0,155796950667.0,24301733910.0
명문제약,2022,6433888101.0,152134940505.0,7976055380.0,67906908,135182358858.0,230449822959.0,117.95053813965437,2240.3455699234605,70706927709.0,110821453501.0,25659791118.0,-40114525792.0,159742895250.0,24360905357.0
명신산업,2020,66211555281.0,809027813381.0,-88786090362.0,88115400,292854333889.0,476900966475.0,546.2283118387933,9181.457649638996,285096537947.0,224682322322.0,76959919409.0,60414215625.0,191804428528.0,68172011567.0
명신산업,2021,56483430574.0,1107708433619.0,45336209515.0,104940266,422389631503.0,719480410348.0,217.1772153026561,10555.609165494207,435371071041.0,332069289931.0,139175965900.0,103301781110.0,284109339307.0,90320341572.0
명신산업,2022,126853664705.0,1515242090552.0,85711784999.0,104940266,545467699718.0,929267254095.0,930.8132853979996,14439.091383206518,562797781474.0,375289532166.0,166577323241.0,187508249308.0,366469472621.0,170178167552.0
모나미,2018,6921982761.0,135191757349.0,757844924.0,37794614,96119508606.0,170574792838.0,194.52938580084452,3577.0111939494873,77725827334.0,55080631765.0,32949912516.0,22645195569.0,92848965504.0,41038876841.0
모나미,2019,2101278299.0,132038884296.0,1262146847.0,37794614,109558935837.0,200728242151.0,68.93202692849304,3493.5899675017185,81274103669.0,82197544892.0,33770365640.0,-923441223.0,119454138482.0,27361390945.0
모나미,2020,40112875.0,127762922996.0,51406535.0,37794614,105892494037.0,195681830769.0,220.41825134131545,3380.45317769352,74296366090.0,58293752318.0,31397390642.0,16002613772.0,121385464679.0,47598741719.0
모나미,2021,5064131360.0,132235899435.0,15736000491.0,37794614,97960468698.0,202507879594.0,128.67651089120793,3498.8027509686963,112261448585.0,64517529597.0,34446529291.0,47743918988.0,90246431009.0,33442939101.0
모나미,2022,6277196330.0,149532210261.0,3315766792.0,37794614,111823225016.0,218432623722.0,-251.39285280172462,3956.442319029902,119271179657.0,91158525042.0,45256072601.0,28112654615.0,99161444065.0,20664699974.0
모두투어리츠,2020,2133254567.0,4741755446.0,1189363605.0,15653630,64392210700.0,108034522720.0,124.22055746813997,302.91730710384746,4357813458.0,18251789958.0,0.0,-13893976500.0,103676709262.0,46140420742.0
모두투어리츠,2021,3362666065.0,6105379136.0,2147981780.0,15653630,64792513416.0,109761297678.0,202.21360623701977,390.02960565696264,30649326489.0,64330420286.0,0.0,-33681093797.0,79111971189.0,462093130.0
모두투어리츠,2022,2547152605.0,5282772757.0,10500825559.0,15653630,49313398376.0,103250759662.0,2367.45978779363,337.47908676773375,33080042113.0,49116301503.0,0.0,-16036259390.0,70170717549.0,197096873.0
모토닉,2018,5916531996.0,195253284769.0,8679711977.0,66000000,29451173029.0,432414223029.0,330.9871606969697,2958.383102560606,338939831803.0,25425725047.0,12864279360.0,313514106756.0,93474391226.0,4025447982.0
모토닉,2019,9695919016.0,207639235497.0,11354807647.0,66000000,32950954575.0,440900555804.0,453.0739584848485,3146.0490226818183,341600216152.0,26754565187.0,11401370014.0,314845650965.0,99300339652.0,6196389388.0
모토닉,2020,11362294429.0,178557667313.0,14858904600.0,66000000,27803337892.0,442437586413.0,383.93245554545456,2705.4192017121213,360472771731.0,23216673872.0,11990275121.0,337256097859.0,81964814682.0,4586664020.0
모토닉,2021,14355454772.0,196083915586.0,11970139406.0,66000000,29163386445.0,447982644765.0,333.8812800151515,2970.968417969697,376573544405.0,25428578737.0,11240830622.0,351144965668.0,71409100360.0,3734807708.0
모토닉,2022,13782733618.0,223860212776.0,21497074696.0,66000000,33436780037.0,464094161172.0,275.0748947878788,3391.8214056969696,371947222503.0,29573642756.0,11789458627.0,342373579747.0,92146938669.0,3863137281.0
무림P&P,2018,102242203836.0,651176103918.0,69774869430.0,124736648,721595900134.0,1355957771091.0,819.3449452161004,5220.407268904644,414935776986.0,462506130986.0,117320301732.0,-47570354000.0,941021994105.0,259089769148.0
무림P&P,2019,49416451445.0,631256802480.0,10362657176.0,124736648,729754370711.0,1350311527213.0,418.6865642886283,5060.716418161245,391028639625.0,392355441100.0,125110117744.0,-1326801475.0,959282887588.0,337398929611.0
무림P&P,2020,6314020021.0,527907655787.0,-7568352483.0,124736648,829022675612.0,1430440065855.0,257.2070126655961,4232.1776659173975,466939241715.0,432016834759.0,95108868413.0,34922406956.0,963500824140.0,397005840853.0
무림P&P,2021,29386707735.0,613699105829.0,19729686753.0,124736648,864649854673.0,1483591838656.0,-122.88437653062475,4919.958293484045,456651991077.0,527377860455.0,97749886563.0,-70725869378.0,1026939847579.0,337271994218.0
무림P&P,2022,68291305211.0,774103601234.0,45518463154.0,124736648,941368622014.0,1604057802775.0,412.83270975022515,6205.903506674317,606630104461.0,590302744262.0,144392312470.0,16327360199.0,997427698314.0,351065877752.0
무림페이퍼,2018,124085428693.0,1109066893862.0,61526646860.0,83218620,1346709028852.0,2014259668044.0,1027.261592561857,13327.148345670717,739135639494.0,794668623374.0,235112481347.0,-55532983880.0,1275124028550.0,552040405478.0
무림페이퍼,2019,68821695215.0,1123726499677.0,-6845806376.0,83218620,1470638050723.0,2158547899783.0,940.7673576057858,13503.306107178898,667651706102.0,771428543421.0,206884629769.0,-103776837319.0,1490896193681.0,699209507302.0
무림페이퍼,2020,27266032039.0,949654848093.0,-37848772323.0,83218620,1550132325377.0,2194982287950.0,1146.9158593353266,11411.566883625323,747558461295.0,745823729757.0,170339765150.0,1734731538.0,1447423826655.0,804308595620.0
무림페이퍼,2021,29809655104.0,1055273254820.0,409557688.0,83218620,1637863898251.0,2284417094845.0,-731.2313688450974,12680.7348502054,788840367278.0,916793582459.0,199969657185.0,-127953215181.0,1495576727567.0,721070315792.0
무림페이퍼,2022,96311787654.0,1399139266935.0,34759091251.0,83218620,1739726817209.0,2429133745988.0,503.2880317169403,16812.815051907855,990488504312.0,1017158103808.0,293722434519.0,-26669599496.0,1438645241676.0,722568713401.0
미래산업,2018,-11439840166.0,34499215727.0,-13301480100.0,1269636800,21051440523.0,68651324006.0,-1.2063680148527516,27.172507702202708,47396264332.0,16116378045.0,10438217605.0,31279886287.0,21255059674.0,4935062478.0
미래산업,2019,-4514712055.0,27691977186.0,-6153578881.0,1686436800,8525933849.0,74810112068.0,-1.3083276165463182,16.420406140330904,51685503581.0,4665215394.0,10041300028.0,47020288187.0,23124608487.0,3860718455.0
미래산업,2020,1265380568.0,41560381733.0,-6722372567.0,37325858,31682005163.0,95757333089.0,-18.30892474059136,1113.4474586759666,39735830316.0,19308507593.0,11407959121.0,20427322723.0,56021502773.0,12373497570.0
미래산업,2021,8486522801.0,48338413649.0,7490277072.0,8904014,34009093695.0,118651368670.0,584.8323086643844,5428.833967354499,70987742732.0,29987592455.0,19201159686.0,41000150277.0,47663625938.0,4021501240.0
미래산업,2022,8004566211.0,56171983500.0,8023364156.0,8904014,41043553919.0,134409509636.0,2.5096644052895694,6308.613564623775,75437247350.0,33854991978.0,24041994959.0,41582255372.0,58972262286.0,7188561941.0
미래아이앤지,2018,-1423528961.0,6445365978.0,-10844132475.0,207174638,2436861227.0,57570342895.0,-14.636914109148824,31.110786726703488,23216876706.0,1445874508.0,22450619.0,21771002198.0,34353466189.0,990986719.0
미래아이앤지,2019,137382839.0,7476807942.0,14020545386.0,258968296,2716719743.0,72302050465.0,-8.500323518366125,28.871518473442787,19473078597.0,1585767528.0,28027681.0,17887311069.0,50120849769.0,1130952215.0
미래아이앤지,2020,901120927.0,5770766444.0,19673711644.0,258968296,2854065391.0,92320794314.0,11.518812820238042,22.283679250065422,56655824513.0,1717538327.0,24113585.0,54938286186.0,32498407468.0,1136527064.0
미래아이앤지,2021,899375453.0,7807921586.0,-18081302852.0,258968296,28587955823.0,99668333058.0,7.7997623963977425,30.150106042324193,36533717144.0,3265137643.0,12207497.0,33268579501.0,63134615914.0,25322818180.0
미래아이앤지,2022,3105522387.0,12828359269.0,-3042386041.0,278835848,28061180087.0,97492843199.0,20.487307564556765,46.00685084437206,31591856532.0,4710195322.0,77405859.0,26881661210.0,65900986667.0,23350984765.0
미원상사,2018,27171849156.0,328648413890.0,24214518508.0,1549880,47856988303.0,245546856305.0,24120.190441195446,212047.6513601053,111709083166.0,34165768090.0,47319501681.0,77543315076.0,133837773139.0,13691220213.0
미원상사,2019,32260424871.0,249991190288.0,31123175047.0,10176000,56138292339.0,280693590389.0,1937.502945066824,24566.74432861635,120230353383.0,35509235905.0,61239016027.0,84721117478.0,160463237006.0,20629056434.0
미원상사,2020,42883951043.0,294983860410.0,51848333045.0,9940000,61380690918.0,328954822818.0,5544.14361529175,29676.444709255535,137696042475.0,35622098321.0,62321028911.0,102073944154.0,191258780343.0,25758592597.0
미원상사,2021,57154754665.0,359794982785.0,57743051692.0,9940000,76426655424.0,372413719078.0,5541.040833299799,36196.67834859155,171562461940.0,46649328264.0,85524318968.0,124913133676.0,200851257138.0,29777327160.0
미원상사,2022,77015585495.0,438188003964.0,72215529158.0,9700000,73770759382.0,415619324562.0,7297.196339072165,45174.02102721649,197197076947.0,48106995526.0,102743683393.0,149090081421.0,218422247615.0,25663763856.0
미원에스씨,2018,40031023841.0,360434684734.0,35974080468.0,10442552,56331561500.0,276673706089.0,2062.8869369288273,34515.95785532119,173304216737.0,35109749682.0,70962867795.0,138194467055.0,103369489352.0,21221811818.0
미원에스씨,2019,46588002772.0,377850724297.0,39565303971.0,10535782,62545070863.0,311855158584.0,6538.003733087871,35863.56706099272,204347504515.0,40408164359.0,71616652633.0,163939340156.0,107507654069.0,22136906504.0
미원에스씨,2020,49208180724.0,371989561446.0,34665653172.0,10200000,66014613786.0,327103636590.0,6900.262437254902,36469.56484764706,217421243500.0,44021313880.0,63718624769.0,173399929620.0,109682393090.0,21993299906.0
미원에스씨,2021,95032118064.0,531343052748.0,79903361416.0,10200000,111607730515.0,438128597593.0,3180.8338825490196,52092.45615176471,292525306152.0,97012314823.0,120598426864.0,195512991329.0,145603291441.0,14595415692.0
미원에스씨,2022,80853449953.0,611649824176.0,64824227314.0,10200000,96877962047.0,475733780981.0,3865.6064038235295,59965.669036862746,297849052417.0,82880700804.0,127201042671.0,214968351613.0,177884728564.0,13997261243.0
미원홀딩스,2019,7763815076.0,188376778923.0,16268199700.0,4663548,117560804316.0,315171349686.0,-342.8641184780343,40393.44698993127,92925242350.0,50008467209.0,44683768918.0,42916775141.0,222246107336.0,67552337107.0
미원홀딩스,2020,21798300318.0,288971437201.0,23673458480.0,4640000,132989917528.0,331257262740.0,5396.69968125,62278.32698297414,96198875353.0,66425515027.0,38952343407.0,29773360326.0,235058387387.0,66564402501.0
미원홀딩스,2021,29724423052.0,421385924191.0,40232180768.0,4640000,191049963834.0,426808405295.0,4342.129229310345,90815.93193771552,135070272422.0,109716812950.0,59388654841.0,25353459472.0,291738132873.0,81333150884.0
미원홀딩스,2022,22840986830.0,499293421104.0,26602299713.0,4640000,229582717353.0,485886407079.0,4975.813926724138,107606.34075517241,158573166004.0,138171344618.0,92359316830.0,20401821386.0,327313241075.0,91411372735.0
미창석유공업,2018,12595702294.0,316299559899.0,10722193363.0,3479344,33109945110.0,283167976398.0,3473.545902331014,90907.8147774408,212732012890.0,31721232643.0,39513087559.0,181010780247.0,70435963508.0,1388712467.0
미창석유공업,2019,17479958846.0,323727562313.0,17725859903.0,3479344,37418991515.0,295367498211.0,1860.9900645064126,93042.70066799948,209489145960.0,31766968429.0,56908125349.0,177722177531.0,85878352251.0,5652023086.0
미창석유공업,2020,18718692917.0,277578234923.0,19678866217.0,3479344,34685536549.0,311812975368.0,10968.737613182255,79778.89939109211,219109626176.0,27492444154.0,45097476797.0,191617182022.0,92703349192.0,7193092395.0
미창석유공업,2021,35450218335.0,406292672739.0,33138438882.0,3479344,45615051049.0,347596979803.0,4378.922989506068,116772.7803686557,260425873174.0,39162450696.0,51403985239.0,221263422478.0,87171106629.0,6452600353.0
미창석유공업,2022,44004543908.0,418789690050.0,23383094958.0,3479344,36181495521.0,357326202513.0,4402.276866271343,120364.55436714507,266514399188.0,32949978271.0,62216811594.0,233564420917.0,90811803325.0,3231517250.0
바다로19호,2018,2171724559.0,6024142500.0,7396879852.0,30400008,1973184687.0,47830567554.0,152.58673079954454,198.16253008880787,3272134544.0,1808659005.0,0.0,1463475539.0,44558433010.0,164525682.0
바다로19호,2019,2289160613.0,6440034408.0,5448959245.0,30400008,1488508652.0,46079933966.0,174.7223005007104,211.84318135705755,2843292746.0,1323982970.0,0.0,1519309776.0,43236641220.0,164525682.0
바다로19호,2020,3222756057.0,7744800316.0,14391237149.0,30400008,1464699713.0,40038784800.0,225.57252902696604,254.7631012465523,4337333408.0,1044602988.0,0.0,3292730420.0,35701451392.0,420096725.0
바다로19호,2021,7721692122.0,11417628856.0,17107909411.0,30400008,2767202435.0,47425481035.0,347.45070748007697,375.57979774215846,9512166764.0,867251357.0,0.0,8644915407.0,37913314271.0,1899951078.0
바다로19호,2022,7283701408.0,11611677102.0,11311681864.0,30400008,4650123973.0,51821432305.0,355.0528831110834,381.9629620492205,14392755852.0,2780729724.0,0.0,11612026128.0,37428676453.0,1869394249.0
백광산업,2018,27483839406.0,175487656897.0,22324784416.0,89836814,143792330296.0,297711550154.0,390.28576317276793,1953.4047244484873,40473928849.0,105165777547.0,8086897672.0,-64691848698.0,257237621305.0,38626552749.0
백광산업,2019,21205476805.0,168389466315.0,16028599124.0,89836814,161499167766.0,328845192767.0,339.7809075686945,1874.3926773160053,66433174910.0,94024815758.0,8980201987.0,-27591640848.0,262412017857.0,67474352008.0
백광산업,2020,12521407160.0,171324548992.0,10145917483.0,89836814,145514220903.0,322745474988.0,243.94847015612106,1907.0639458785793,48347043265.0,84099136027.0,9442395275.0,-35752092762.0,274398431723.0,61415084876.0
백광산업,2021,17929801315.0,191117728512.0,14896324686.0,89836814,169671638714.0,359208429757.0,407.3734821228188,2127.38764880954,54693662983.0,125477096012.0,12670068612.0,-70783433029.0,304514766774.0,44194542702.0
백광산업,2022,27878061132.0,232725146826.0,21671845815.0,89836814,193923293147.0,403243057624.0,490.6655571846081,2590.5320598969593,58146904857.0,135367118363.0,17029237863.0,-77220213506.0,345096152767.0,58556174784.0
백산,2018,21527313944.0,323119368130.0,14947471150.0,48400000,156642322898.0,294732635620.0,-164.94786487603307,6676.02000268595,177396052569.0,131504337444.0,48351663218.0,45891715125.0,117336583051.0,25137985454.0
백산,2019,32038345550.0,468882611012.0,6247666866.0,48400000,188355179866.0,330589416820.0,119.23511481404958,9687.65725231405,196661416747.0,155928284300.0,57691257340.0,40733132447.0,133928000073.0,32426895566.0
백산,2020,3954534205.0,383111246305.0,-16433339422.0,48400000,168664435422.0,291097332698.0,675.2446675413223,7915.521617871901,176587651212.0,135156182594.0,45987224486.0,41431468618.0,114509681486.0,33508252828.0
백산,2021,23245153400.0,371076932571.0,19134154250.0,48400000,183147956688.0,330162573232.0,201.6911451446281,7666.8787721281,209784107879.0,148198101027.0,62529782429.0,61586006852.0,120378465353.0,34949855661.0
백산,2022,50295977243.0,475895240622.0,44891846143.0,46810000,158716154786.0,338873471894.0,1101.2702398419142,10166.52938735313,205877238959.0,145371470786.0,52209323798.0,60505768173.0,132996232935.0,13344684000.0
범양건영,2018,6811554223.0,155644035118.0,5426688440.0,49663624,68205035479.0,118354421455.0,461.99672094005865,3133.964511288987,65024368670.0,59051196393.0,764960350.0,5973172277.0,53330052785.0,9153839086.0
범양건영,2019,11451588698.0,276111459091.0,19716990471.0,49663624,68465634074.0,138462329746.0,181.54497064088596,5559.631715377839,70849026125.0,39971752351.0,764960350.0,30877273774.0,67613303621.0,28493881723.0
범양건영,2020,12006624982.0,144357123687.0,10968238014.0,49663964,76477865887.0,158124589890.0,219.61674931948644,2906.6774389374154,79845306442.0,55323616963.0,465187830.0,24521689479.0,78279283448.0,21154248924.0
범양건영,2021,3024063646.0,111908019893.0,4278044654.0,49663964,112322390976.0,198492064163.0,145.1457409440777,2253.3042246285454,122357950629.0,73104400642.0,1510536506.0,49253549987.0,76134113534.0,39217990334.0
범양건영,2022,-12326103597.0,119750819393.0,-9562746773.0,49663964,144032362262.0,220628590098.0,-1175.624211208755,2411.2215326388364,79479043859.0,90720864613.0,29570445662.0,-11241820754.0,141149546239.0,53311497649.0
벽산,2018,9882861010.0,432398854100.0,8429355848.0,137120000,178853514030.0,474553686577.0,-36.06636500145858,3153.4338834597434,227496067589.0,121767150682.0,31348987484.0,105728916907.0,247057618988.0,57086363348.0
벽산,2019,-3811389985.0,433534084326.0,-1719685902.0,137120000,171172716309.0,462713986754.0,108.65214223308051,3161.7129837077014,201401690864.0,133990679518.0,29005507538.0,67411011346.0,261312295890.0,37182036791.0
벽산,2020,9603185124.0,439527942111.0,1271936773.0,137120000,172690898327.0,464447679592.0,170.33591248541424,3205.4254821397317,206048542196.0,146840993068.0,26722447652.0,59207549128.0,258399137396.0,25849905259.0
벽산,2021,8544877436.0,471429017552.0,-1495002759.0,137120000,215128919293.0,505440465430.0,54.05598710618436,3438.0762656942825,207560308091.0,157776922899.0,33993810127.0,49783385192.0,297880157339.0,57351996394.0
벽산,2022,18828034737.0,519886002844.0,11698989585.0,137120000,299532316523.0,601820033901.0,245.7463255323804,3791.467348628938,249903036374.0,206258902439.0,38664183148.0,43644133935.0,351916997527.0,93273414084.0
보령,2018,24955681762.0,460401670473.0,20306902104.0,88400000,193914930561.0,450017572611.0,440.2032545135747,5208.163693133484,224545928066.0,129736932825.0,75829815915.0,94808995241.0,225471644545.0,64177997736.0
보령,2019,39063788696.0,524268670098.0,32221802685.0,88400000,224675238099.0,507628914110.0,531.6611876470588,5930.641064457013,231851317305.0,139214471690.0,85057651876.0,92636845615.0,275777596805.0,85460766409.0
보령,2020,39986310801.0,561866592451.0,26859761918.0,95240000,307706406419.0,647993966270.0,469.7708544729105,5899.481231110878,315660224618.0,122871383186.0,95492291818.0,192788841432.0,332333741652.0,184835023233.0
보령,2021,41448228314.0,627279390053.0,43119260371.0,137380000,354327078692.0,828641139449.0,437.9630507497452,4566.016815060417,437313716447.0,155952638573.0,110994216846.0,281361077874.0,391327423002.0,198374440119.0
보령,2022,56602877310.0,760475844693.0,41938309435.0,137380000,375969361311.0,892385915179.0,202.46079931576648,5535.564454018052,338378355243.0,277482940837.0,164621336651.0,60895414406.0,554007559936.0,98486420474.0
보해양조,2018,-10984004466.0,82004391894.0,-27873300912.0,193192112,131069625174.0,200457249206.0,-10.611794543661286,424.47070454926234,75276710415.0,74996477985.0,31681633956.0,280232430.0,125180538791.0,56073147189.0
보해양조,2019,-15357710507.0,75809352577.0,-20194794974.0,252087536,86677023427.0,163069253504.0,18.322275112403812,300.72630237855157,58090363425.0,55420364121.0,18942901886.0,2669999304.0,104978890079.0,31256659306.0
보해양조,2020,1747504778.0,78563804540.0,1716779495.0,254949766,70469241242.0,149117625674.0,32.28882306956108,308.15405627789437,50044696752.0,53364754476.0,18870178756.0,-3320057724.0,99072928922.0,17104486766.0
보해양조,2021,1053737072.0,83748910790.0,-908719386.0,276079978,68867729120.0,153116763663.0,45.23514532082439,303.35017916438693,59746784188.0,44291064505.0,15277607943.0,15455719683.0,93369979475.0,24576664615.0
보해양조,2022,61880701.0,90858780910.0,-2828783632.0,278291278,64936220688.0,147392500947.0,11.2811092556052,326.4880651775224,57906204735.0,49381850760.0,17451957786.0,8524353975.0,89486296212.0,15554369928.0
부광약품,2018,35126799738.0,194223518403.0,145657430983.0,97740566,80172893218.0,493615375255.0,69.74218849929721,1987.1331459549763,221637864133.0,38247165924.0,34219602513.0,183390698209.0,271977511122.0,41925727294.0
부광약품,2019,9537426721.0,168193616060.0,-7434843163.0,127062734,62048555734.0,388534557104.0,-184.22008466306102,1323.7053128417651,186397967479.0,35883740861.0,44137168254.0,150514226618.0,202136589625.0,26164814873.0
부광약품,2020,4028150006.0,169659753508.0,-10104662061.0,129675956,129777604981.0,400968741555.0,5.576737302017654,1308.3362462968848,248209344942.0,61204347999.0,51374617669.0,187004996943.0,152759396613.0,68573256982.0
부광약품,2021,5621880941.0,182491221467.0,-2796797665.0,142126098,117355699917.0,397416583050.0,186.75558584602808,1284.0092286710073,220095332335.0,36994751161.0,39294485519.0,183100581174.0,177321250715.0,80360948756.0
부광약품,2022,-230635598.0,190909364530.0,-4248677024.0,142126098,129081732482.0,400929188514.0,115.82285204931188,1343.2393291343296,218741258542.0,44603055930.0,38606543030.0,174138202612.0,182187929972.0,84478676552.0
부산산업,2018,4545199419.0,119399947935.0,3645075110.0,2112000,62163523799.0,133607586212.0,4627.447935132575,56534.06625710227,65064654072.0,47952988188.0,24998696423.0,17111665884.0,68542932140.0,14210535611.0
부산산업,2019,8646595944.0,140962863019.0,6938910445.0,2112000,58344659881.0,135954197945.0,7058.370415246212,66743.77983854167,67724406159.0,48360263015.0,19374879503.0,19364143144.0,68229791786.0,9984396866.0
부산산업,2020,5537359280.0,115637559121.0,4125589459.0,2112000,47570989372.0,129019980543.0,6484.753187973485,54752.6321595644,60412338799.0,40428088865.0,19117244052.0,19984249934.0,68607641744.0,7142900507.0
부산산업,2021,397767100.0,128014972366.0,-3247162150.0,2112000,56289943316.0,133795623819.0,-1107.4623295454546,60613.149794507575,62254806937.0,43090990597.0,28159500615.0,19163816340.0,71540816882.0,13198952719.0
부산산업,2022,5259376581.0,152610203139.0,4538775456.0,2112000,52615151179.0,134678926321.0,1402.5113371212121,72258.61891051136,61778892132.0,36243580254.0,26933640276.0,25535311878.0,72900034189.0,16371570925.0
