STAT_CODE,STAT_NAME,ITEM_CODE1,ITEM_NAME1,ITEM_CODE2,ITEM_NAME2,ITEM_CODE3,ITEM_NAME3,ITEM_CODE4,ITEM_NAME4,UNIT_NAME,TIME,DATA_VALUE
902Y006,"9.1.1.3. 국제 주요국 중앙은행 정책금리",US,미국,NULL,NULL,NULL,NULL,NULL,NULL,"% ",201910,1.625
902Y006,"9.1.1.3. 국제 주요국 중앙은행 정책금리",US,미국,NULL,NULL,NULL,NULL,NULL,NULL,"% ",201911,1.625
902Y006,"9.1.1.3. 국제 주요국 중앙은행 정책금리",US,미국,NULL,NULL,NULL,NULL,NULL,NULL,"% ",201912,1.625
902Y006,"9.1.1.3. 국제 주요국 중앙은행 정책금리",US,미국,NULL,NULL,NULL,NULL,NULL,NULL,"% ",202001,1.625
902Y006,"9.1.1.3. 국제 주요국 중앙은행 정책금리",US,미국,NULL,NULL,NULL,NULL,NULL,NULL,"% ",202002,1.625
902Y006,"9.1.1.3. 국제 주요국 중앙은행 정책금리",US,미국,NULL,NULL,NULL,NULL,NULL,NULL,"% ",202003,0.125
902Y006,"9.1.1.3. 국제 주요국 중앙은행 정책금리",US,미국,NULL,NULL,NULL,NULL,NULL,NULL,"% ",202004,0.125
902Y006,"9.1.1.3. 국제 주요국 중앙은행 정책금리",US,미국,NULL,NULL,NULL,NULL,NULL,NULL,"% ",202005,0.125
902Y006,"9.1.1.3. 국제 주요국 중앙은행 정책금리",US,미국,NULL,NULL,NULL,NULL,NULL,NULL,"% ",202006,0.125
902Y006,"9.1.1.3. 국제 주요국 중앙은행 정책금리",US,미국,NULL,NULL,NULL,NULL,NULL,NULL,"% ",202007,0.125
902Y006,"9.1.1.3. 국제 주요국 중앙은행 정책금리",US,미국,NULL,NULL,NULL,NULL,NULL,NULL,"% ",202008,0.125
902Y006,"9.1.1.3. 국제 주요국 중앙은행 정책금리",US,미국,NULL,NULL,NULL,NULL,NULL,NULL,"% ",202009,0.125
902Y006,"9.1.1.3. 국제 주요국 중앙은행 정책금리",US,미국,NULL,NULL,NULL,NULL,NULL,NULL,"% ",202010,0.125
902Y006,"9.1.1.3. 국제 주요국 중앙은행 정책금리",US,미국,NULL,NULL,NULL,NULL,NULL,NULL,"% ",202011,0.125
902Y006,"9.1.1.3. 국제 주요국 중앙은행 정책금리",US,미국,NULL,NULL,NULL,NULL,NULL,NULL,"% ",202012,0.125
902Y006,"9.1.1.3. 국제 주요국 중앙은행 정책금리",US,미국,NULL,NULL,NULL,NULL,NULL,NULL,"% ",202101,0.125
902Y006,"9.1.1.3. 국제 주요국 중앙은행 정책금리",US,미국,NULL,NULL,NULL,NULL,NULL,NULL,"% ",202102,0.125
902Y006,"9.1.1.3. 국제 주요국 중앙은행 정책금리",US,미국,NULL,NULL,NULL,NULL,NULL,NULL,"% ",202103,0.125
902Y006,"9.1.1.3. 국제 주요국 중앙은행 정책금리",US,미국,NULL,NULL,NULL,NULL,NULL,NULL,"% ",202104,0.125
902Y006,"9.1.1.3. 국제 주요국 중앙은행 정책금리",US,미국,NULL,NULL,NULL,NULL,NULL,NULL,"% ",202105,0.125
902Y006,"9.1.1.3. 국제 주요국 중앙은행 정책금리",US,미국,NULL,NULL,NULL,NULL,NULL,NULL,"% ",202106,0.125
902Y006,"9.1.1.3. 국제 주요국 중앙은행 정책금리",US,미국,NULL,NULL,NULL,NULL,NULL,NULL,"% ",202107,0.125
902Y006,"9.1.1.3. 국제 주요국 중앙은행 정책금리",US,미국,NULL,NULL,NULL,NULL,NULL,NULL,"% ",202108,0.125
902Y006,"9.1.1.3. 국제 주요국 중앙은행 정책금리",US,미국,NULL,NULL,NULL,NULL,NULL,NULL,"% ",202109,0.125
902Y006,"9.1.1.3. 국제 주요국 중앙은행 정책금리",US,미국,NULL,NULL,NULL,NULL,NULL,NULL,"% ",202110,0.125
902Y006,"9.1.1.3. 국제 주요국 중앙은행 정책금리",US,미국,NULL,NULL,NULL,NULL,NULL,NULL,"% ",202111,0.125
902Y006,"9.1.1.3. 국제 주요국 중앙은행 정책금리",US,미국,NULL,NULL,NULL,NULL,NULL,NULL,"% ",202112,0.125
902Y006,"9.1.1.3. 국제 주요국 중앙은행 정책금리",US,미국,NULL,NULL,NULL,NULL,NULL,NULL,"% ",202201,0.125
902Y006,"9.1.1.3. 국제 주요국 중앙은행 정책금리",US,미국,NULL,NULL,NULL,NULL,NULL,NULL,"% ",202202,0.125
902Y006,"9.1.1.3. 국제 주요국 중앙은행 정책금리",US,미국,NULL,NULL,NULL,NULL,NULL,NULL,"% ",202203,0.375
902Y006,"9.1.1.3. 국제 주요국 중앙은행 정책금리",US,미국,NULL,NULL,NULL,NULL,NULL,NULL,"% ",202204,0.375
902Y006,"9.1.1.3. 국제 주요국 중앙은행 정책금리",US,미국,NULL,NULL,NULL,NULL,NULL,NULL,"% ",202205,0.875
902Y006,"9.1.1.3. 국제 주요국 중앙은행 정책금리",US,미국,NULL,NULL,NULL,NULL,NULL,NULL,"% ",202206,1.625
902Y006,"9.1.1.3. 국제 주요국 중앙은행 정책금리",US,미국,NULL,NULL,NULL,NULL,NULL,NULL,"% ",202207,2.375
902Y006,"9.1.1.3. 국제 주요국 중앙은행 정책금리",US,미국,NULL,NULL,NULL,NULL,NULL,NULL,"% ",202208,2.375
902Y006,"9.1.1.3. 국제 주요국 중앙은행 정책금리",US,미국,NULL,NULL,NULL,NULL,NULL,NULL,"% ",202209,3.125
902Y006,"9.1.1.3. 국제 주요국 중앙은행 정책금리",US,미국,NULL,NULL,NULL,NULL,NULL,NULL,"% ",202210,3.125
902Y006,"9.1.1.3. 국제 주요국 중앙은행 정책금리",US,미국,NULL,NULL,NULL,NULL,NULL,NULL,"% ",202211,3.875
902Y006,"9.1.1.3. 국제 주요국 중앙은행 정책금리",US,미국,NULL,NULL,NULL,NULL,NULL,NULL,"% ",202212,4.375
902Y006,"9.1.1.3. 국제 주요국 중앙은행 정책금리",US,미국,NULL,NULL,NULL,NULL,NULL,NULL,"% ",202301,4.375
902Y006,"9.1.1.3. 국제 주요국 중앙은행 정책금리",US,미국,NULL,NULL,NULL,NULL,NULL,NULL,"% ",202302,4.625
902Y006,"9.1.1.3. 국제 주요국 중앙은행 정책금리",US,미국,NULL,NULL,NULL,NULL,NULL,NULL,"% ",202303,4.875
902Y006,"9.1.1.3. 국제 주요국 중앙은행 정책금리",US,미국,NULL,NULL,NULL,NULL,NULL,NULL,"% ",202304,4.875
902Y006,"9.1.1.3. 국제 주요국 중앙은행 정책금리",US,미국,NULL,NULL,NULL,NULL,NULL,NULL,"% ",202305,5.125
902Y006,"9.1.1.3. 국제 주요국 중앙은행 정책금리",US,미국,NULL,NULL,NULL,NULL,NULL,NULL,"% ",202306,5.125
