id,stock_code,jobp_rating,jobp_paywellfare,jobp_worklifebal,jobp_culture,jobp_opportunity,jobp_manager,jobp_recommend,jobp_ceo,jobp_potential,jobp_cnt,blind_rating,blind_cnt,blind_opportunity,blind_worklifebal,blind_paywellfare,blind_culture,blind_manager,corp
380,077500,3.2,2.7,3.5,2.9,2.9,2.7,0.56,0.61,0.33,45,3.7,37,3.8,3.8,2.7,3.3,2.8,유니퀘스트
381,000700,3.3,3.3,4.3,3.3,3,2.5,0.5,0.25,0.25,4,2.7,3,2,4.3,3,2,2.3,유수홀딩스
382,072130,3.1,3.1,3.3,2.8,2.9,2.3,0.41,0.5,0.07,182,2.9,45,2.4,3.8,2.5,2.5,1.9,유엔젤
383,000220,2.7,2.8,3.2,2.5,2.5,2.5,0.34,0.65,0.13,224,3.1,108,2.8,3.7,2.7,2.9,2.6,유유제약
384,000100,3.3,3.9,2.9,2.4,3.1,2.4,0.55,0.46,0.28,386,3.5,415,3.1,3.2,3.9,2.5,2.2,유한양행
385,008730,2.9,3.2,2.8,2.4,2.8,2.5,0.49,0.43,0.17,105,3,102,2.8,3.2,2.9,2.5,2.3,율촌화학
386,008250,2.6,2.5,2.6,2.6,2.6,1.9,0.27,0.21,0.11,37,2.9,70,2.7,3.3,2.6,2.8,2,이건산업
387,214320,3.2,3.6,2.6,3.1,3.2,2.4,0.56,0.46,0.21,452,3.3,395,3.3,2.9,3.2,2.8,2.3,이노션
388,139480,3.5,3.4,3.4,3.2,2.7,2.9,0.55,0.63,0.23,2462,3.2,1172,2.5,3.9,3.1,2.8,2.4,이마트
389,007660,3.1,3.6,2.7,2.5,3,2.5,0.39,0.39,0.2,127,3.1,84,2.8,3,3.4,2.4,2.2,이수페타시스
390,093230,2.9,2.4,2.9,2.8,2.9,2.3,0.26,0.52,0.18,34,2.5,8,2.3,3.1,2.1,2,1.9,이아이디
391,074610,2.5,2,2.8,2.3,2,2.3,0.33,0.33,0.17,6,3,1,2,5,2,3,2,이엔플러스
392,102460,1.9,1.9,2.4,2,2.1,1.9,0.14,0.42,0.14,304,2.3,106,2.3,2.9,1.9,2.1,2,이연제약
393,000760,2.1,2.6,1.9,1.8,2.8,1.6,0.09,0.23,0.09,22,2,3,1.3,2.7,1.7,2,1,이화산업
394,014990,2.4,2.6,2.8,2.2,2.3,1.8,0.23,0.26,0.02,207,2.6,96,2.1,3.1,2.4,2.1,1.8,인디에프
395,006490,2.5,2.3,3.5,2.3,2.2,2.2,0.19,0.28,0.13,32,2.6,12,2.3,3.4,2.1,2.2,1.8,인스코비
396,023800,2.1,1.7,2.1,2.2,2.6,1.8,0.14,0.16,0.1,405,2.3,161,3.1,2.6,1.6,2.2,1.8,인지컨트롤스
397,129260,2.5,2.7,2.5,2.3,2.6,2.1,0.19,0.32,0.1,125,2.4,88,2.4,3.2,2.5,2.3,1.9,인터지스
398,023810,2.6,2.3,2.4,2.5,2.8,2.4,0.26,0.51,0.3,219,2.9,204,2.8,3,2.4,2.5,2.3,인팩
399,249420,3.2,3.9,3,2.7,3,2.6,0.49,0.53,0.18,524,3.4,461,3,3.6,3.9,3,2.4,일동제약
400,013360,3.2,3.3,3.4,2.9,3,2.8,0.46,0.51,0.22,78,3.5,81,3.1,3.7,3.4,3.1,2.8,일성건설
401,003200,2.8,2.2,3.4,2.8,2.6,2.3,0.27,0.22,0.13,89,2.6,24,2.2,4,1.9,2.3,2.1,일신방직
402,007570,2.4,2.7,2.3,2,2.4,2,0.2,0.22,0.12,459,2.4,190,2.3,2.6,2.8,1.8,1.6,일양약품
403,008500,1.7,1.7,2.1,1.9,1.6,1.6,0.08,0.08,0.03,40,1.6,5,1.8,2,1.2,1.8,1,일정실업
404,081000,2.5,2.3,2.5,2.2,2.4,2,0.18,0.25,0.08,173,2.8,34,2.7,3.5,2.4,2.5,2.2,일진다이아
405,020760,2.5,2.6,2.2,2.4,2.3,2.3,0.22,0.39,0.09,225,2.1,25,2.8,2.3,2.2,2,1.9,일진디스플
406,103590,2.3,2.1,2.6,2.2,2.3,1.9,0.16,0.19,0.05,320,2.6,113,2.7,3.2,2.1,2.2,2,일진전기
407,226320,2.5,2.8,3.4,2.5,2.5,1.8,0.26,0.32,0.04,169,2.7,59,2.4,3.9,3,2.6,2,잇츠한불
408,317400,3,2.6,3.3,3.1,2.9,2.7,0.39,0.51,0.42,150,3.3,102,3,3.9,2.5,3.1,2.8,자이에스앤디
409,033240,2.5,2.8,2.2,2.3,2.6,2,0.23,0.35,0.21,424,2.2,257,2.4,2,2.4,2,1.7,자화전자
410,194370,2.2,2.3,1.9,2.2,2.3,1.9,0.19,0.32,0.22,73,1.7,11,1.6,1.7,1.5,1.6,1.5,제이에스코퍼레이션
411,025620,2.1,2.1,2.9,2.1,2.2,1.7,0.08,0.13,0.04,136,2.3,22,2,3.2,2.2,2.1,1.6,제이준코스메틱
412,030000,3.6,3.8,2.9,3.6,3.2,2.9,0.74,0.61,0.29,868,3.5,544,3.7,2.9,3.3,3.3,2.4,제일기획
413,271980,2.6,2.7,2.8,2.3,2.4,2,0.28,0.24,0.11,814,2.7,497,2.7,3.2,2.8,2.3,1.8,제일약품
414,001560,2.5,2.9,2.2,2.3,2.2,2.3,0.13,0.64,0.07,16,2.9,7,2.7,3.1,2.9,2.6,2.6,제일연마
415,089590,3.1,2.7,2.9,2.9,3,2.6,0.47,0.52,0.34,417,3,511,2.8,3.2,2.5,2.7,2.3,제주항공
416,004910,3.2,3.1,3.4,2.7,2.9,2.5,0.38,0.53,0.14,177,2.9,83,2.5,3.8,2.6,2.7,2.3,조광페인트
417,000480,3,3.5,3,2.5,2.8,2.4,0.43,0.46,0.08,108,2.6,46,2.1,3.4,3.3,2,2,조선내화
418,002600,3,2.7,3.1,2.5,2.6,2.5,0.38,0.45,0.29,58,3.1,29,3,3.9,3,2.6,2.3,조흥
419,185750,2.9,3.5,2.5,2.2,2.9,2.1,0.37,0.32,0.26,1077,3.8,1330,3.9,3.7,4.1,3.4,3.2,종근당
420,063160,3.1,3.2,3,2.5,2.7,2.4,0.41,0.46,0.19,223,3.1,186,2.8,3.4,3.2,2.5,2.2,종근당바이오
421,044380,2.7,2,3.8,2.8,2,2.3,0.25,0.38,0.05,44,2.3,3,2.3,4.3,2.7,2.3,2.3,주연테크
422,013890,3.7,3.8,3.7,3.2,3.4,3.3,0.7,0.69,0.57,40,3.9,50,3.8,3.9,4,3.7,3.7,지누스
423,013870,3,3,2.7,2.6,3.1,2.4,0.45,0.52,0.31,127,3.2,62,3.3,2.9,2.6,2.6,2.5,지엠비코리아
424,071320,4,3.8,4.2,3.6,3.2,3.1,0.83,0.58,0.29,316,3.8,350,3.1,4.3,3.4,3.3,2.4,지역난방공사
425,035000,4.2,3.7,4.1,3.9,3.2,3.3,0.67,0.63,0.33,9,3.7,13,3.4,4.3,3.5,3.5,3.2,지투알
426,003780,2.8,2.8,2.8,2.8,3.1,2.5,0.33,0.39,0.33,18,1,1,2,2,1,1,1,진양산업
427,010640,3.1,2.6,2.7,2.9,2.8,2.7,0.57,0.69,0.29,14,0,0,0,0,0,0,0,진양폴리
428,011000,1.7,2.2,2.5,1.8,1.7,1.7,0.13,0.23,0.1,30,2.3,10,2,4.2,3.3,2.1,1.6,진원생명과학
429,009310,2.5,2.1,2.6,2.8,2.7,1.9,0.18,0.23,0.06,272,1.9,92,2.2,2.5,1.5,2.1,1.3,참엔지니어링
430,012600,2.2,1.8,3.1,2.5,2.1,1.6,0.11,0.12,0.05,64,1.7,3,1.7,5,1,2.7,1,청호ICT
431,035720,3.8,3.5,4.3,4.1,3.2,3,0.81,0.55,0.52,1160,3.5,2155,3.5,4.1,3,3.7,2.5,카카오
432,377300,3.2,3.3,3.2,3.2,2.7,2.4,0.5,0.47,0.41,260,3.7,596,3.9,3.8,3,3.7,2.4,카카오페이
433,001620,2.2,2,2.2,2.5,2.6,1.9,0.17,0.25,0.05,60,2.5,71,2.9,2.5,2,2.2,1.9,케이비아이동국실업
434,029460,2.6,2.8,2.3,2.1,2.5,2.1,0.26,0.35,0.13,1494,4,48,3.7,4.1,3.9,4.1,3.8,케이씨
435,002380,2.6,2.8,2.3,2.1,2.5,2.1,0.26,0.35,0.13,1494,2.5,1073,2.7,2.6,2.6,2,1.9,KCC
436,344820,2.5,2.8,2.5,2.1,2.2,1.8,0.22,0.24,0.07,161,2.6,136,2.8,2.6,2.7,2.1,1.9,KCC글라스
437,009070,2.9,3,2.8,2.5,2.5,2.3,0.38,0.41,0.18,105,3,101,3.1,2.9,3,2.5,2.3,KCTC
438,145270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,케이탑리츠
439,030200,3.1,2.9,3.6,3.1,2.8,2.4,0.48,0.37,0.18,1886,2.7,1596,2.1,3.7,2.3,2.5,1.8,KT
440,053210,3.1,3.3,3.6,3.1,2.6,2.4,0.49,0.37,0.09,90,3.6,77,2.4,4.3,3.8,3.3,2.4,스카이라이프
441,033780,3.9,4.2,3.9,3.2,3.1,3.1,0.79,0.71,0.38,355,3.8,222,2.7,4.1,4.2,2.7,2.7,KT&G
442,007810,2.5,2.6,2,2.3,2.4,2,0.2,0.25,0.14,898,2.8,221,3,2.4,2.6,2.4,2.1,코리아써키트
443,192820,2.7,3,2.2,2.4,2.9,2.3,0.34,0.56,0.42,732,3.2,513,3.2,3.2,3.5,2.6,2.4,코스맥스
444,005420,2.7,2.6,2.9,3,2.7,2.3,0.29,0.39,0.22,91,2.7,42,3.4,3,2.5,2.7,2.3,코스모화학
445,071950,2,1.8,2.2,2,2.1,1.7,0.1,0.21,0.06,344,1.6,40,1.7,2,1.6,1.4,1.4,코아스
446,002020,3.2,3.2,3.4,2.9,3.1,2.5,0.55,0.45,0.13,598,3.5,30,2.7,4,3.3,3.2,2.9,코오롱
447,003070,3.1,3.1,3.1,3,2.9,2.6,0.55,0.57,0.16,314,3.7,172,3.5,3.8,3.5,3.5,3.2,코오롱글로벌
448,120110,3.2,3.2,3.4,2.9,3.1,2.5,0.55,0.45,0.13,598,3.2,683,2.9,3.7,3.1,2.9,2.4,코오롱인더
449,138490,3.1,3.2,3.2,2.9,2.9,2.6,0.44,0.46,0.38,96,3,100,2.8,3.5,3.1,2.8,2.2,코오롱플라스틱
450,021240,3,3,3.3,3.1,2.7,2.4,0.42,0.38,0.23,851,3.1,543,2.7,3.5,3.1,2.8,2.2,코웨이
451,031820,2.9,2.4,2.8,2.7,2.9,2.4,0.35,0.38,0.16,247,2.9,92,3.2,2.6,2.5,2.6,2.4,콤텍시스템
452,192400,2.2,2.7,2,1.9,1.9,1.4,0.28,0.33,0.28,18,0,0,0,0,0,0,0,쿠쿠홀딩스
453,284740,1.9,2.3,1.9,1.6,2.1,1.7,0.14,0.18,0.21,174,0,0,0,0,0,0,0,쿠쿠홈시스
454,005740,2,1.6,2,1.6,2.7,1.6,0.09,0.14,0.03,35,1.8,208,2.5,2.4,1.4,1.7,1.4,크라운해태홀딩스
455,259960,3.4,3.6,3,3.6,3.1,2.9,0.61,0.54,0.34,268,3.6,541,3.4,3.2,4,3.4,2.7,크래프톤
456,014580,3,2.8,2.9,2.5,2.7,2.2,0.26,0.47,0.16,19,2.2,9,2.6,2.3,2.3,2,1.7,태경비케이
457,015890,2.9,3.2,3,2.9,2.9,2.3,0.31,0.44,0.28,29,2.3,4,2.5,2.3,1.8,2.8,1.8,태경산업
458,003240,2.3,2.1,3,2.2,2.3,1.8,0.22,0.23,0.07,373,2.1,418,2.2,2.9,1.8,1.9,1.6,태광산업
459,011280,2.5,2.6,2.2,2.3,2.4,2.1,0.14,0.32,0.19,159,2.8,52,2.5,2.8,3,2.5,2.3,태림포장
460,004100,2.1,2,2.3,2.2,1.9,1.6,0.16,0.12,0.06,299,1.8,48,2.3,2.7,2,2.1,1.3,태양금속
461,009410,3.1,3.3,2.7,2.4,2.7,2.5,0.49,0.38,0.26,193,3.1,298,3.1,2.7,3.3,2.2,2.2,태영건설
462,007980,3.2,3.3,2.7,3.3,2.9,2.7,0.54,0.56,0.24,487,2.6,225,2.5,3.2,2.5,2.8,1.9,태평양물산
463,055490,2.7,3,2.2,2.3,2.3,1.9,0.25,0.24,0.32,136,2.6,47,2.5,2.7,2.9,2.2,1.8,테이팩스
464,078000,2.9,2.9,3,3,2.6,2.1,0.38,0.31,0.08,108,2.9,73,2.7,3.5,2.6,2.7,2,텔코웨어
465,214420,2.3,2.5,2.2,2.2,2.3,1.9,0.22,0.31,0.13,446,2.5,130,2.7,2.7,2.3,2.1,1.8,토니모리
466,084870,2.7,2.7,2.5,2.5,2.7,2.4,0.36,0.58,0.09,222,3.1,72,2.7,2.9,2.6,2.7,2.6,TBH글로벌
467,019180,2,2.5,2.1,1.7,2.3,1.6,0.18,0.24,0.12,198,2.4,85,2.2,2.7,2.5,1.9,1.8,티에이치엔
468,091810,3.2,2.9,3.3,3.1,3,3,0.48,0.79,0.37,209,3.8,324,3.3,4,3,3.8,3.8,티웨이항공
469,036580,3,3.1,2.6,2.6,2.8,2.6,0.39,0.64,0.3,118,3.3,69,3.1,2.7,3.2,2.9,2.8,팜스코
470,004720,2.6,2.8,3,2.3,2.8,2.2,0.31,0.44,0.14,36,2.2,20,2.2,2.9,2.1,1.9,1.8,팜젠사이언스
471,028670,3.3,3.4,2.5,2.9,3.3,2.5,0.53,0.48,0.31,204,3.5,88,3.5,2.8,3.6,3,2.6,팬오션
472,016800,3,2.1,3.5,3.4,2.9,2.5,0.43,0.52,0.28,436,2.8,279,2.6,3.6,2,3.1,2.4,퍼시스
473,001020,3.1,3.1,3.7,3,2.9,2.7,0.57,0.67,0.29,7,3.3,3,2.7,4.3,2.7,2.3,3,페이퍼코리아
474,090080,2.3,2.9,2,2.1,2.3,1.9,0.15,0.15,0.02,163,2.4,200,2.6,2.1,2.9,2,1.7,평화산업
475,010770,3,3.3,2.2,2.4,2.8,2.3,0.4,0.42,0.16,92,2.4,200,2.6,2.1,2.9,2,1.7,평화홀딩스
476,058430,2.6,3.3,2.8,2.4,2.6,2.3,0.36,0.44,0.07,45,3.1,44,2.3,3.5,3.5,2.3,1.9,포스코스틸리온
477,047050,3.6,4.1,3.1,3,3.4,2.7,0.66,0.54,0.25,369,3.7,384,3.6,3.6,4.3,3.1,2.5,포스코인터내셔널
478,003670,3.6,3.8,3.4,3,3.2,2.6,0.63,0.45,0.63,249,3.4,462,3.2,3.3,3.7,3,2.3,포스코퓨처엠
479,017810,3,2.8,2.9,3,2.9,2.4,0.41,0.44,0.23,461,2.9,805,2.9,3.2,2.5,2.8,2.2,풀무원
480,005810,3.2,3.8,3.1,3.2,3.2,3,0.64,0.39,0.12,25,3.4,219,2.7,3.4,3.6,2.5,2.3,풍산홀딩스
481,009810,2.9,2.1,2.6,2.7,2.6,2.1,0.14,0.21,0.21,14,1,1,2,2,1,2,1,플레이그램
482,039130,3,2.2,3.8,3.4,3.1,2.4,0.33,0.32,0.18,1699,2.8,799,2.4,3.9,1.9,3.1,1.9,하나투어
483,071090,1.9,1.7,2.4,2,1.9,1.7,0.18,0.18,0.07,83,0,0,0,0,0,0,0,하이스틸
484,000080,3.4,4,3.1,2.8,3,2.6,0.63,0.53,0.29,368,4,339,3.2,3.6,4.4,3,2.8,하이트진로
485,036460,4.2,4.2,4.4,3.9,3.7,3.3,0.84,0.6,0.34,493,4.2,604,3.4,4.5,4,3.9,3,한국가스공사
486,005430,3.4,3.4,3.6,2.8,3,2.7,0.62,0.47,0.29,263,2.3,53,1.8,2.3,2.4,1.8,1.6,한국공항
487,010040,3.2,3.8,3.1,2.5,3.1,2.5,0.53,0.59,0.18,110,3.6,34,2.8,3.9,4,2.8,2.7,한국내화
488,025540,2.5,2.5,2.3,2.3,2.6,2.1,0.29,0.28,0.3,618,2.4,250,2.7,2.4,2,1.9,1.7,한국단자
489,010100,3.4,3.9,3.6,3,3.2,2.6,0.65,0.43,0.11,55,3.7,45,3,4.3,3.8,3,2.7,한국무브넥스
490,004090,3,3.2,3,2.2,2.9,2.2,0.36,0.43,0.14,59,2.8,43,2.5,3.1,2.7,2.5,2.4,한국석유
491,002200,2,2.3,1.9,1.8,1.7,1.6,0.14,0.18,0.07,81,1,2,1,1,1,1,1,한국수출포장
492,000240,3.3,2.9,3.5,2.8,3,2.3,0.52,0.4,0.17,61,2.8,16,2.8,3.2,2.9,2.3,1.9,한국앤컴퍼니
493,015760,3.9,3.9,4.1,3.4,3.7,3.3,0.83,0.76,0.34,2390,3.8,2674,3.2,4.1,3.6,2.9,2.8,한국전력
494,006200,2.4,2.3,2,2,2.3,2,0.29,0.29,0.14,7,2.3,113,2.8,2.2,2.1,1.8,1.7,한국전자홀딩스
495,017960,2.4,2,3,2.3,2.4,1.8,0.17,0.2,0.21,196,2,150,2.2,2.8,1.5,1.9,1.4,한국카본
496,161890,2.6,2.6,2.3,2.4,2.9,2.2,0.32,0.37,0.34,911,2.9,471,3,2.9,2.9,2.4,2.1,한국콜마
497,024720,2.4,2.7,2.8,2.5,2.9,2.2,0.33,0.31,0.26,27,2.9,471,3,2.9,2.9,2.4,2.1,한국콜마홀딩스
498,161390,2.8,2.3,3.5,2.8,2.8,1.9,0.3,0.15,0.09,185,2.8,755,2.7,3.7,2.3,2.7,1.9,한국타이어앤테크놀로지
499,047810,3.7,4.2,4,3.2,3.2,2.5,0.68,0.31,0.34,655,3.8,829,3.2,4.2,4.2,3.1,2.1,한국항공우주
500,123690,2.6,2.4,3.2,2.5,2.5,2,0.24,0.31,0.05,86,2.3,21,1.7,3.8,2.2,2,1.5,한국화장품
501,002390,3.3,3.2,3.7,3.5,2.9,2.9,0.68,0.71,0.17,448,3.5,351,3.2,4.1,2.8,3.6,3,한독
502,053690,3.2,3.1,3.6,3,2.9,2.4,0.54,0.49,0.26,121,3.3,167,3,3.7,3,2.8,2.2,한미글로벌
503,042700,2.3,2.1,2,2.1,2.3,1.8,0.21,0.23,0.27,526,2.4,150,2.9,2.4,2,2.3,1.7,한미반도체
504,008930,2.8,3.3,3,2.3,2.5,2.3,0.44,0.56,0.11,18,3.2,31,2.9,3.5,3.1,2.8,2.5,한미사이언스
505,128940,2.9,3,2.6,2.6,2.8,2.4,0.4,0.48,0.36,1309,3.1,865,3.5,3,2.7,2.7,2.4,한미약품
506,009240,2.5,2.7,1.9,2.3,2.8,2.1,0.21,0.36,0.27,2462,2.7,917,2.9,2.7,2.3,2.6,2,한샘
507,020000,2.7,2.9,2.7,2.3,2.6,2.3,0.4,0.43,0.22,580,2.8,446,3,3.1,2.7,2.1,2,한섬
508,105630,2.6,3.5,1.7,2.2,2.7,2.2,0.31,0.35,0.24,709,2.6,271,2.8,2,3.5,2.2,1.9,한세실업
509,069640,2.2,2.2,2.5,2.1,2.1,1.8,0.19,0.2,0.06,226,2.1,70,2.1,2.9,1.8,1.7,1.4,한세엠케이
510,016450,3,3.5,3,3.1,2.6,3.1,0.45,0.78,0.27,11,2.4,164,2,3.6,1.8,2.1,1.7,한세예스24홀딩스
511,009180,3,2.7,3.1,3,2.7,2.4,0.4,0.45,0.15,133,3.1,74,3.2,3.5,2.8,3.2,2.6,한솔로지스틱스
512,213500,2.9,2.8,3.1,3,2.8,2.3,0.35,0.37,0.1,218,3,97,2.8,3.1,2.8,2.8,2.4,한솔제지
513,004710,2.7,2.9,2.3,2.6,2.6,2.3,0.3,0.43,0.12,254,3,131,3.2,2.7,3,2.7,2.5,한솔테크닉스
514,010420,3,2.8,3.4,3.1,3,2.4,0.45,0.44,0.09,96,3,71,2.6,3.6,2.6,3.2,2.4,한솔PNS
515,025750,2.8,2.9,3,2.7,2.6,2.2,0.34,0.32,0.11,88,2.9,68,2.5,3.4,3,2.7,2.3,한솔홈데코
516,004960,2.3,2.3,1.9,2.1,2.1,1.8,0.17,0.16,0.1,267,2.3,222,3,2.1,2,2,1.6,한신공영
517,011700,2,1.8,1.8,1.9,2,1.6,0.11,0.11,0.03,116,2.7,3,2.7,3.3,1.7,4,2,한신기계
518,018880,3.4,3.8,3.6,3.2,2.9,2.3,0.56,0.31,0.3,383,2.8,340,2.9,3.7,2.8,2.8,1.6,한온시스템
519,009420,3.1,3.4,3,3,2.9,2.6,0.39,0.52,0.33,61,3.4,30,2.9,3.4,3.6,2.9,2.6,한올바이오파마
520,014130,2.7,2.7,2.5,2.3,2.8,2.3,0.35,0.37,0.15,221,3,141,3,2.8,2.9,2.5,2.2,한익스프레스
521,300720,2.9,3.3,2.4,2.3,2.6,2.4,0.3,0.3,0.14,76,3.1,141,2.8,3.2,3,2.6,2.4,한일시멘트
522,051600,3.9,4,3.9,3.4,3.8,3.2,0.74,0.68,0.34,1187,3.8,951,3.7,3.9,3.8,3.1,2.8,한전KPS
523,130660,3,2.7,3.6,3,2.7,2.2,0.4,0.24,0.11,499,3.1,301,2.6,3.7,2.7,2.8,2,한전산업
524,002320,2.8,2.3,3,2.6,2.9,2.2,0.28,0.32,0.17,556,2.7,336,2.9,2.9,2.2,2.3,2,한진
525,180640,4,4,4,3,4,3,1,1,1,1,2.7,3,2.3,2.7,3.7,2.3,2,한진칼
526,005110,1.8,1.7,2,1.9,2,1.6,0.05,0.24,0.14,63,1.7,6,1.7,2.3,2.3,1.8,2,한창
527,372910,1.8,1.9,2,1.7,2.2,1.8,0.19,0.34,0.13,117,1.7,39,1.9,2,1.8,1.6,1.6,한컴라이프케어
528,000880,3.1,3,3.4,3.5,3.1,2.2,0.34,0.32,0.15,1347,2.6,532,2.3,3.2,2.7,2.3,2,한화
529,272210,3.4,3.2,3.6,3.2,3,2.6,0.58,0.46,0.26,341,3.4,927,2.7,3.9,3.1,3.3,2.6,한화시스템
530,012450,3.1,3.2,3.3,3,2.9,2.2,0.38,0.41,0.17,400,2.5,305,2.3,3.1,2.1,2.4,1.8,한화에어로스페이스
531,042660,3.1,3,3.4,3.5,3.1,2.2,0.34,0.32,0.15,1347,2.7,913,2.7,3.9,1.9,3.3,1.7,한화오션
532,195870,3.4,3.8,2.6,3,3.2,2.9,0.53,0.62,0.56,257,3.4,218,3,3,3.7,3.1,2.9,해성디에스
533,101530,2.3,1.9,2.5,2.2,2.4,1.9,0.16,0.2,0.06,880,2.4,208,2.6,3.4,1.5,2,1.6,해태제과식품
534,143210,2.3,2.6,1.7,1.8,2.5,2,0.16,0.27,0.18,356,1.7,61,2,1.6,2.3,1.4,1.4,핸즈코퍼레이션
535,000720,3.3,3.7,2.6,2.8,2.9,2.7,0.54,0.54,0.26,1012,3.1,1214,3.5,2.7,3.1,2.6,2.4,현대건설
536,086280,3.1,3.6,3.1,2.9,2.8,2.5,0.52,0.51,0.32,534,3,611,2.5,3.3,3.2,2.9,2.2,현대글로비스
537,064350,3.1,3.4,3.1,2.7,2.5,2.4,0.44,0.44,0.19,537,3,431,2.7,3.5,2.8,2.6,2.1,현대로템
538,079430,2.8,3,2.9,2.7,2.5,2.3,0.35,0.38,0.21,469,3.1,339,2.9,3.4,3.4,2.8,2.2,현대리바트
539,012330,3.5,3.9,3.5,3,3,2.7,0.63,0.49,0.35,1216,3.3,2328,2.8,4.2,3.1,3.2,2.3,현대모비스
540,010620,3.2,3.4,3,2.6,3.2,2.5,0.42,0.43,0.22,253,2.5,319,2.6,2.4,2.5,2.1,1.9,현대미포조선
541,069960,3.2,3.5,2.8,2.9,2.7,2.7,0.5,0.56,0.18,1334,3,986,2.5,2.8,3.5,2.5,2.2,현대백화점
542,004560,2.8,3.2,2.7,2.3,2.7,2.3,0.35,0.38,0.11,110,3.5,45,3.5,3.5,3.4,2.8,2.2,현대비앤지스틸
543,017800,3,3.7,2.8,2.4,2.7,2.1,0.43,0.24,0.21,477,3.1,535,2.8,2.9,3.6,2.4,1.9,현대엘리베이
544,307950,3.4,3.6,3.7,3.4,2.9,2.5,0.63,0.3,0.29,702,3.2,1081,2.6,3.6,3.1,3.2,2.3,현대오토에버
545,011210,3,3.8,2.7,2.4,2.9,2.4,0.43,0.48,0.27,477,3.2,274,2.8,3.6,3.3,2.7,2.3,현대위아
546,005380,3.8,4.2,3.7,3.3,3,3.1,0.74,0.66,0.42,3483,2.8,6077,2.5,3.4,2.6,2.5,2.1,현대차
547,004020,2.9,3.6,2.7,2.3,2.6,2.3,0.41,0.37,0.2,1171,2.7,1044,2.3,3,2.9,2.2,1.8,현대제철
548,011760,2.7,3.2,3.1,2,2.5,2,0.23,0.38,0.08,13,3.2,135,3.2,3.5,3.6,2.7,2.3,현대코퍼레이션
549,126560,2.9,3.4,3.2,2.6,2.5,2.3,0.36,0.38,0.02,203,5,3,4.7,4.7,4.7,5,4.3,현대퓨처넷
550,057050,3.4,3.3,3.9,3.3,2.5,2.8,0.56,0.52,0.16,560,3.4,548,2.6,4.1,3.6,3.1,2.3,현대홈쇼핑
551,111110,2.7,2.5,3.1,2.2,2.8,2.5,0.4,0.5,0.18,117,3,55,2.6,4,2.3,2.5,2.5,호전실업
552,008770,3,3,2.8,2.8,2.5,2.7,0.43,0.64,0.25,1183,2.6,620,2.5,2.8,2.2,2.2,1.9,호텔신라
553,002460,3.1,2.6,2.8,3,3.1,2.7,0.41,0.61,0.25,73,2.8,62,3.1,2.5,2,2.6,2.3,화성산업
554,378850,2.8,3.4,2.7,2.3,2.7,2.3,0.33,0.3,0.16,180,2.4,134,2.3,3.1,3.3,2.1,1.7,화승알앤에이
555,241590,3.7,4.3,2.2,2.5,3.9,3.4,0.64,0.82,0.36,11,2.1,12,1.9,2.5,2.4,2.1,1.8,화승엔터프라이즈
556,006060,2.4,2.7,2.5,2.3,2.7,1.9,0.2,0.34,0.16,86,2.4,25,2.5,2.3,2.6,1.9,2.1,화승인더
557,013520,2.8,3.4,2.7,2.3,2.7,2.3,0.33,0.3,0.16,180,3,21,2.8,3.2,3.4,2.5,2.2,화승코퍼레이션
558,010690,3.3,3,3.3,3.3,3.1,3.1,0.53,0.72,0.14,254,3.1,144,3,3.5,2.6,3,2.6,화신
559,000850,2.8,3.3,2,2,2.8,2.1,0.36,0.36,0.13,72,2.4,98,2.5,2.5,3,1.9,1.7,화천기공
560,016580,2.4,2.5,2.1,2,2.5,2,0.2,0.27,0.14,376,2.2,249,2.4,2.2,2.2,1.8,1.8,환인제약
561,032560,2.1,2,1.8,1.9,2.4,1.9,0.21,0.23,0.23,82,2.4,30,2.3,2.2,2,1.8,1.8,황금에스티
562,004800,2.8,2.5,3.1,2.8,2.5,2.4,0.28,0.4,0.09,1168,2.1,1727,2.4,2.4,1.9,1.9,1.6,효성
563,094280,2.8,2.5,3.1,2.8,2.5,2.4,0.28,0.4,0.09,1168,2.1,1727,2.4,2.4,1.9,1.9,1.6,효성ITX
564,298040,2.6,2.6,2.7,2.6,2.6,2,0.26,0.22,0.06,499,2.6,145,2.9,2.8,2.4,2.5,2,효성중공업
565,298050,2.3,2.2,2.2,1.9,2.3,1.7,0.12,0.19,0.14,102,2.4,69,2.8,2.2,2.2,2.2,1.9,효성첨단소재
566,298020,2.4,2.2,2.9,2.2,2.5,1.8,0.22,0.25,0.07,133,2.5,117,2.7,3,2.2,2.1,1.8,효성티앤씨
567,298000,2.3,2,2.7,2.4,2.4,1.7,0.15,0.11,0.1,114,2.3,117,2.6,2.4,1.9,2.3,1.7,효성화학
568,093370,3.7,3.7,3.9,3.1,3.4,3.1,0.72,0.72,0.47,94,3.9,100,3.5,4,4,2.8,3,후성
569,081660,2.9,2.8,3,2.5,2.9,2.4,0.46,0.65,0.34,135,3.3,145,3.1,3.9,3,2.9,2.4,휠라홀딩스
570,079980,2.9,3.2,2.9,2.7,3,2.3,0.33,0.31,0.06,206,2.8,142,2.5,3,3,2.5,1.9,휴비스
571,005010,2.4,2.5,3,2.2,2.1,1.9,0.2,0.17,0.07,103,2.8,45,2.4,3.6,2.6,2.4,1.6,휴스틸
