corp,stock_code,sector,year,revenue,cost_of_sales,gross_profit,operating_income,net_income,ebit,ebitda,total_equity,total_assets,total_liabilities,current_assets,current_liabilities,non_current_liabilities,short_borrowing,long_borrowing,cash_and_equivalents,retained_earnings,ppe,intangible_assets,accounts_receivable,inventory,accounts_payable,outstanding_shares,cash_flow_operating,tangible_assets,selling_general_administrative_expenses,cash_flow_investing,cash_flow_financing,long_term_assets,interest,tax,stock_price,borrowings,net_liabilities,fixed_assets,cash_flow_per_share,minimum_wage,us_kor_exchange_avg,ppi_year,kor_usa_ir_diff,total_rank,simple_total_rank,count,rating,paywellfare,worklifebal,culture,opportunity,manager,recommend,ceo,potential
대유에이텍,002880,운수장비,2019,1284997078242.0,1082793461056.0,202203617186.0,31291169626.0,17957960670.0,19082578779.0,19082578779.0,236049267065.0,1117314245928.0,881264978863.0,533483121594.0,716443419377.0,164821559486.0,179139982196.0,54165860701.0,27420462894.0,-3529756785.0,358736322384.0,89245742099.0,234972812369.0,113581495379.0,286091701467.0,218391180,40971331671.0,358736322384.0,170912447560.0,-33567623957.0,-21789305316.0,583831124334.0,25735830658.0,-2550746066.0,898.0,233305842897.0,853844515969.0,447982064483.0,187.60524885208275,8350,1166.11,103.5,-0.5625,,,129.0,2.69,3.2,2.61,2.1,2.44,1.9,1.53,1.5,1.42
대유에이텍,002880,운수장비,2020,1355529515409.0,1124003635664.0,231525879745.0,45441403491.0,21559438854.0,31000680166.0,31000680166.0,239289133010.0,1166526680240.0,927237547230.0,553892428947.0,725610721513.0,201626825717.0,165441779810.0,61210881664.0,108944837040.0,-8002208497.0,381637379531.0,82142760316.0,223167332448.0,119439930364.0,302988751539.0,218391180,92423255460.0,381637379531.0,186084476254.0,-22462773924.0,8042256495.0,612634251293.0,33288569014.0,-6089099451.0,845.0,226652661474.0,818292710190.0,463780139847.0,423.20049491009667,8590,1180.01,103.03,0.2917,,,129.0,2.69,3.2,2.61,2.1,2.44,1.9,1.53,1.5,1.42
대유에이텍,002880,운수장비,2021,1569707441296.0,1304770641310.0,264936799986.0,49558420345.0,-2852371609.0,16573240792.0,16573240792.0,189701011300.0,1320996326519.0,1131295315219.0,647616453659.0,921827480291.0,209467834928.0,217078924771.0,38970657926.0,97242534316.0,-24946887710.0,391424059788.0,80358094811.0,234300304981.0,174764008134.0,340635925468.0,230188228,-22033419709.0,391424059788.0,215378379641.0,-82638824813.0,92682734905.0,673379872860.0,43621014687.0,-13792540455.0,1295.0,256049582697.0,1034052780903.0,471782154599.0,-95.71914211442646,8720,1144.61,109.6,0.5208,BB,BB,129.0,2.69,3.2,2.61,2.1,2.44,1.9,1.53,1.5,1.42
대유에이텍,002880,운수장비,2022,1403967295300.0,1202433066315.0,201534228985.0,-32020704813.0,-93776538801.0,-101924208873.0,-101924208873.0,238462812415.0,1375206765319.0,1136743952904.0,560727671117.0,865405332990.0,271338619914.0,217371081395.0,96919883757.0,101637001045.0,-77429697642.0,489558242275.0,72428613205.0,150702545475.0,149617882948.0,286911470641.0,230682256,-4047921558.0,489558242275.0,233554933798.0,-13795489470.0,22324100076.0,814479094202.0,73008711298.0,-13627235088.0,711.0,314290965152.0,1035106951859.0,561986855480.0,-17.547606947280766,9160,1292.2,118.78,0.2292,BB,BB,129.0,2.69,3.2,2.61,2.1,2.44,1.9,1.53,1.5,1.42
대유플러스,000300,전기전자,2018,503410183525.0,429582179133.0,73828004392.0,36513814050.0,20694158418.0,23847536368.0,23847536368.0,137969240594.0,1000928258677.0,862959018083.0,406642218423.0,769504480177.0,93454537906.0,53451363362.0,9881898803.0,17727779123.0,-48441767103.0,121237726582.0,46003570656.0,40363204295.0,36095925005.0,82150109583.0,201364920,11370533777.0,121237726582.0,37314190342.0,-32751539856.0,-12452533065.0,594286040254.0,6634933080.0,5649200999.0,854.0,63333262165.0,845231238960.0,167241297238.0,56.4673021348505,7530,1100.58,103.48,-0.2916,,,23.0,2.0,2.1,2.6,2.3,2.2,2.2,0.22,0.35,0.09
대유플러스,000300,전기전자,2019,457263303244.0,412868752645.0,44394550599.0,16306666230.0,18296510133.0,14693541786.0,14693541786.0,159431177984.0,1087246344837.0,927815166853.0,141965850345.0,249762285678.0,56743937201.0,86714791859.0,7415849296.0,8826442558.0,-40740399652.0,106468333551.0,26482122705.0,57500722145.0,36939327149.0,86538094957.0,213253498,24572919338.0,106468333551.0,28087884369.0,-52528884831.0,30646627798.0,239315749789.0,5670592200.0,3022885330.0,775.0,94130641155.0,918988724295.0,132950456256.0,115.22868121019052,8350,1166.11,103.5,-0.5625,,,23.0,2.0,2.1,2.6,2.3,2.2,2.2,0.22,0.35,0.09
대유플러스,000300,전기전자,2020,452928402735.0,402193558546.0,50734844189.0,14542186822.0,-5288657178.0,-4382389629.0,-4382389629.0,120895823152.0,473118284651.0,352222461499.0,199079039053.0,287355849995.0,64866611504.0,81992859002.0,10500270000.0,32060606357.0,-47502021083.0,101977744707.0,26275369878.0,77002319033.0,41894176478.0,106900459773.0,233325774,28426140503.0,101977744707.0,36192657367.0,-26967897223.0,30122865249.0,274039245598.0,9934196608.0,4631795996.0,777.0,92493129002.0,320161855142.0,128253114585.0,121.83026339387607,8590,1180.01,103.03,0.2917,,,23.0,2.0,2.1,2.6,2.3,2.2,2.2,0.22,0.35,0.09
대유플러스,000300,전기전자,2021,464527022851.0,419992313292.0,44534709559.0,7907353424.0,1985111466.0,-4998383893.0,-4998383893.0,138907087930.0,594393688298.0,455486600368.0,319733925042.0,340478723231.0,115007877137.0,88682130392.0,24351688280.0,47577577293.0,-48040316062.0,123052969750.0,26193144008.0,98198512796.0,57120070006.0,108266130633.0,241997548,-6049229500.0,123052969750.0,36627356135.0,-53869455275.0,82417025693.0,274659763256.0,14033591040.0,5218198032.0,1315.0,113033818672.0,407909023075.0,149246113758.0,-24.997069391794003,8720,1144.61,109.6,0.5208,BB,BB,23.0,2.0,2.1,2.6,2.3,2.2,2.2,0.22,0.35,0.09
대유플러스,000300,전기전자,2022,536676753422.0,470175042726.0,66501710696.0,22205091521.0,-24285822987.0,-18358311104.0,-18358311104.0,111252460593.0,543210276853.0,431957816260.0,244993953070.0,330733362911.0,94851569274.0,84583809193.0,24114810859.0,53723846072.0,-84586138906.0,96227816959.0,24709675797.0,60663933582.0,67378947233.0,87567919985.0,241997548,26021995913.0,96227816959.0,44296619175.0,-9578214903.0,-56091716.0,288594103812.0,22794115762.0,4377907023.0,750.0,108698620052.0,378233970188.0,120937492756.0,107.52999825023021,9160,1292.2,118.78,0.2292,BB,BB,23.0,2.0,2.1,2.6,2.3,2.2,2.2,0.22,0.35,0.09
대창,012800,철강금속,2018,951257321175.0,900771571083.0,50485750092.0,17326993246.0,12425644383.0,13489118365.0,13489118365.0,215741703642.0,569358623036.0,353616919394.0,308184125372.0,295002250036.0,58614669358.0,251105098316.0,37546039510.0,18384384680.0,77083224533.0,235894438144.0,31169400.0,126834940460.0,153990626070.0,22551929914.0,182285278,28761222208.0,235894438144.0,33158756846.0,-9046426435.0,-15569111188.0,261174497664.0,20527409528.0,2976234700.0,925.0,288651137826.0,335232534714.0,235925607544.0,157.78137721028682,7530,1100.58,103.48,-0.2916,,,87.0,2.77,2.8,3.19,2.46,2.44,2.38,0.87,0.99,0.68
대창,012800,철강금속,2019,898987909304.0,851910334781.0,47077574523.0,16988396871.0,4690761378.0,6933154875.0,6933154875.0,215085001556.0,576144363475.0,361059361919.0,323631935510.0,325898156624.0,35161205295.0,254327683759.0,13962729437.0,24145539198.0,78525668813.0,230246719024.0,110722800.0,108773041347.0,178813531743.0,29557087125.0,182285278,11948067528.0,230246719024.0,30089177652.0,-3462256344.0,-2715787444.0,252512427965.0,26864378945.0,3086780840.0,1425.0,268290413196.0,336913822721.0,230357441824.0,65.54598187572778,8350,1166.11,103.5,-0.5625,,,87.0,2.77,2.8,3.19,2.46,2.44,2.38,0.87,0.99,0.68
대창,012800,철강금속,2020,933560487927.0,874225316732.0,59335171195.0,28350816775.0,7049680256.0,10637027834.0,10637027834.0,221349992792.0,620282789660.0,398932796868.0,352925495746.0,305060596690.0,93872200178.0,242078419968.0,72634775513.0,14689444920.0,84423398364.0,241075027296.0,225669200.0,128143133007.0,188312230467.0,24527866408.0,182285278,-12883876981.0,241075027296.0,30984354420.0,-34009031408.0,38162541634.0,267357293914.0,49553257755.0,2453273045.0,1540.0,314713195481.0,384243351948.0,241300696496.0,-70.67974508067513,8590,1180.01,103.03,0.2917,,,87.0,2.77,2.8,3.19,2.46,2.44,2.38,0.87,0.99,0.68
대창,012800,철강금속,2021,1277635712258.0,1173717019897.0,103918692361.0,60297722374.0,26232036209.0,29292033728.0,29292033728.0,274114182416.0,810738132401.0,536623949985.0,496315043560.0,367593774543.0,169030175442.0,293143892509.0,140576976025.0,32683242792.0,110059664146.0,290199907640.0,57491600.0,167629088007.0,276413943186.0,30231669803.0,182285278,-38695085542.0,290199907640.0,43620969987.0,-46969549964.0,103285720345.0,314423088841.0,50106458315.0,3342425335.0,1820.0,433720868534.0,503940707193.0,290257399240.0,-212.27762311117633,8720,1144.61,109.6,0.5208,,,87.0,2.77,2.8,3.19,2.46,2.44,2.38,0.87,0.99,0.68
대창,012800,철강금속,2022,1441272496006.0,1387770420014.0,53502075992.0,9088699355.0,3655650416.0,5077396552.0,5077396552.0,276716175313.0,840153818480.0,563437643167.0,526440439454.0,401660729113.0,161776914054.0,246387612313.0,133259595184.0,57965577875.0,113508637088.0,287046360206.0,38764600.0,163312721999.0,266591223213.0,55469855905.0,182285278,32462919256.0,287046360206.0,44413376637.0,-10546521974.0,3562342497.0,313713379026.0,72900503421.0,3389303976.0,1205.0,379647207497.0,505472065292.0,287085124806.0,178.0885412808817,9160,1292.2,118.78,0.2292,,,87.0,2.77,2.8,3.19,2.46,2.44,2.38,0.87,0.99,0.68
대창단조,015230,운수장비,2018,320500099166.0,286426011880.0,34074087286.0,13922737616.0,12494891716.0,16740133090.0,16740133090.0,181349274746.0,229017784519.0,47668509773.0,158585292221.0,37428353078.0,10240156695.0,5953659655.0,1190036930.0,14293130893.0,159852663821.0,61559009953.0,1567132110.0,57888074706.0,66779177044.0,24376304256.0,4000000,-3299451324.0,61559009953.0,20151349670.0,5106026559.0,-2717849767.0,70432492298.0,2036128291.0,3825129728.0,2993.0,7143696585.0,33375378880.0,63126142063.0,-824.862831,7530,1100.58,103.48,-0.2916,,,62.0,2.17,2.23,2.23,2.22,2.05,1.56,1.19,1.2,1.12
대창단조,015230,운수장비,2019,277253875767.0,238093484829.0,39160390938.0,18692622853.0,15614481737.0,21755328439.0,21755328439.0,190498001945.0,238563736894.0,48065734949.0,162073794330.0,32903250621.0,15162484328.0,2894500000.0,544714958.0,18150209646.0,172170842119.0,66516411330.0,1597851504.0,34176283754.0,65191008683.0,19554641861.0,5714446,44813340661.0,66516411330.0,20467768085.0,-29258526914.0,-11586952636.0,76489942564.0,2109068134.0,4098887937.0,2885.0,3439214958.0,29915525303.0,68114262834.0,7842.114644359226,8350,1166.11,103.5,-0.5625,,,62.0,2.17,2.23,2.23,2.22,2.05,1.56,1.19,1.2,1.12
대창단조,015230,운수장비,2020,264472231685.0,225262666069.0,39209565616.0,19155924498.0,14829533269.0,21115606373.0,21115606373.0,197203335896.0,247240845931.0,50037510035.0,171639199115.0,34573064429.0,15464445606.0,1088000000.0,0.0,32323297449.0,182667923920.0,65045922236.0,1460642496.0,45921130313.0,61195912930.0,24012473045.0,28572230,13157216122.0,65045922236.0,20053641118.0,10925154981.0,-9248475086.0,75601646816.0,4205124662.0,5108363269.0,3470.0,1088000000.0,17714212586.0,66506564732.0,460.4896475353866,8590,1180.01,103.03,0.2917,,,62.0,2.17,2.23,2.23,2.22,2.05,1.56,1.19,1.2,1.12
대창단조,015230,운수장비,2021,354439661796.0,298887025613.0,55552636183.0,29506417898.0,28223118436.0,36863983404.0,36863983404.0,227166438062.0,298478418840.0,71311980778.0,197022439194.0,52198079668.0,19113901110.0,592750000.0,0.0,18296978525.0,207190154594.0,92617095429.0,1348846648.0,59995620575.0,108661426860.0,29776603706.0,28572230,-13449641847.0,92617095429.0,26046218285.0,1507476377.0,-2243061110.0,101455979646.0,1510558718.0,4361715547.0,3950.0,592750000.0,53015002253.0,93965942077.0,-470.72426082948374,8720,1144.61,109.6,0.5208,,,62.0,2.17,2.23,2.23,2.22,2.05,1.56,1.19,1.2,1.12
대창단조,015230,운수장비,2022,421497657834.0,341014294887.0,80483362947.0,49857119260.0,40053758985.0,56997948957.0,56997948957.0,242397320483.0,338228490208.0,95831169725.0,230719006603.0,61283024353.0,34548145372.0,3421710000.0,7428012817.0,31937445745.0,240694629481.0,97438460179.0,1237623449.0,65491274277.0,112372879571.0,28438272558.0,57144460,29285316576.0,97438460179.0,30626243687.0,-16239243643.0,1114818912.0,107509483605.0,6686383236.0,12838496188.0,8090.0,10849722817.0,63893723980.0,98676083628.0,512.4786650534453,9160,1292.2,118.78,0.2292,,,62.0,2.17,2.23,2.23,2.22,2.05,1.56,1.19,1.2,1.12
대한방직,001070,섬유의복,2018,208958054157.0,206937977025.0,2020077132.0,-12495101835.0,12434233673.0,11837772466.0,11837772466.0,176808741698.0,267468485061.0,90659743363.0,167225174203.0,68182271076.0,22477472287.0,48687985882.0,658260000.0,88416734524.0,144501648757.0,83080180362.0,708401589.0,25192442144.0,42592857940.0,6284282499.0,10600000,-18700691144.0,83080180362.0,14515178967.0,171201839234.0,-69773108947.0,100243310858.0,4664160277.0,65685592.0,14600.0,49346245882.0,2243008839.0,83788581951.0,-1764.2161456603774,7530,1100.58,103.48,-0.2916,,,110.0,2.36,1.83,2.91,2.12,2.22,2.05,0.36,0.43,0.25
대한방직,001070,섬유의복,2019,156304223062.0,153360519610.0,2943703452.0,-12979458087.0,-15955033416.0,-16694351310.0,-16694351310.0,126078156438.0,197730296951.0,71652140513.0,89677677082.0,57348672145.0,14303468368.0,35766980133.0,639660000.0,16507981339.0,126977794725.0,81170305795.0,270475459.0,25320522760.0,39187120282.0,9960086777.0,10600000,-19294274354.0,81170305795.0,15923161539.0,-2328907042.0,-47953318992.0,108052619869.0,894372584.0,5710388450.0,20150.0,36406640133.0,55144159174.0,81440781254.0,-1820.2145616981131,8350,1166.11,103.5,-0.5625,BB,BB,110.0,2.36,1.83,2.91,2.12,2.22,2.05,0.36,0.43,0.25
대한방직,001070,섬유의복,2020,175246728156.0,159902043636.0,15344684520.0,3550300015.0,2643028241.0,3877975264.0,3877975264.0,136304880725.0,213793932924.0,77489052199.0,96346434224.0,49666488147.0,27822564052.0,33191054059.0,640660000.0,20018054394.0,128887211198.0,92434156298.0,271117913.0,24907047427.0,40272708597.0,7947180351.0,10600000,4285623996.0,92434156298.0,11794384505.0,-9395656856.0,6723056864.0,117447498700.0,1635369029.0,272692362.0,39950.0,33831714059.0,57470997805.0,92705274211.0,404.3041505660377,8590,1180.01,103.03,0.2917,BB,BB,110.0,2.36,1.83,2.91,2.12,2.22,2.05,0.36,0.43,0.25
대한방직,001070,섬유의복,2021,200372904619.0,182067931537.0,18304973082.0,5406662230.0,1555720538.0,2080730078.0,2080730078.0,139467794778.0,232612120328.0,93144325550.0,110899060188.0,64549223922.0,28595101628.0,48206677810.0,640460000.0,14414155557.0,130927628240.0,95167480636.0,284439293.0,30747238498.0,48094170107.0,7337287013.0,10600000,-9440406852.0,95167480636.0,12898310852.0,-10699855142.0,14298666489.0,121713060140.0,796355370.0,24802979.0,49400.0,48847137810.0,78730169993.0,95451919929.0,-890.60442,8720,1144.61,109.6,0.5208,BB,BB,110.0,2.36,1.83,2.91,2.12,2.22,2.05,0.36,0.43,0.25
대한방직,001070,섬유의복,2022,191519691272.0,178090722213.0,13428969059.0,-3886402441.0,-5230874590.0,-7294616886.0,-7294616886.0,135247441132.0,210639557874.0,75392116742.0,99100925561.0,61689419718.0,13702697024.0,32021052013.0,640460000.0,17127459782.0,126816693635.0,95323823422.0,273945454.0,30268714791.0,39419251754.0,4229108479.0,10600000,3217730768.0,95323823422.0,17315371500.0,14291677836.0,-14587833744.0,111538632313.0,1341827886.0,408520723.0,51400.0,32661512013.0,58264656960.0,95597768876.0,303.55950641509435,9160,1292.2,118.78,0.2292,BB,BB,110.0,2.36,1.83,2.91,2.12,2.22,2.05,0.36,0.43,0.25
대한유화,006650,화학,2018,2553976805773.0,2178367085675.0,375609720098.0,318813179038.0,257413487091.0,336364693255.0,336364693255.0,1701097076265.0,1983913415064.0,282816338799.0,428675229522.0,134790817521.0,148025521278.0,5000000000.0,51000000000.0,53729362018.0,1401631269403.0,1381372061660.0,6417369650.0,201704657183.0,167642525889.0,54651446447.0,13000000,350888486260.0,1381372061660.0,56796541060.0,-116646654203.0,-190205400000.0,1555238185542.0,13181757204.0,72798517230.0,153500.0,56000000000.0,229086976781.0,1387789431310.0,26991.42202,7530,1100.58,103.48,-0.2916,,,345.0,3.35,3.49,3.51,2.71,3.05,2.59,2.25,2.23,2.14
대한유화,006650,화학,2019,2074296474936.0,1913952306019.0,160344168917.0,113849235921.0,106342325026.0,127720963707.0,127720963707.0,1778610740513.0,2026475125984.0,247864385471.0,464161690311.0,91414061518.0,156450323953.0,6500000000.0,45000000000.0,98163239561.0,1479129099579.0,1372891386031.0,6518854900.0,187097646342.0,161411346584.0,53409749972.0,13000000,230340535760.0,1372891386031.0,46494932996.0,-156585524871.0,-29254772621.0,1562313435673.0,9805024094.0,50337654885.0,117500.0,51500000000.0,149701145910.0,1379410240931.0,17718.502750769232,8350,1166.11,103.5,-0.5625,,,345.0,3.35,3.49,3.51,2.71,3.05,2.59,2.25,2.23,2.14
대한유화,006650,화학,2020,1882733375675.0,1667289922539.0,215443453136.0,170161246174.0,127243163832.0,167737032602.0,167737032602.0,1894119695873.0,2127550340179.0,233430644306.0,605231364987.0,69030729326.0,164399914980.0,6998022582.0,48000000000.0,249780040343.0,1594788272053.0,1306275769703.0,7869198605.0,181202523507.0,124182705753.0,21037076080.0,13000000,303203770314.0,1306275769703.0,45282206962.0,-138743571290.0,-12840909424.0,1522318975192.0,12626261904.0,28721834934.0,230000.0,54998022582.0,-16349396037.0,1314144968308.0,23323.36694723077,8590,1180.01,103.03,0.2917,,,345.0,3.35,3.49,3.51,2.71,3.05,2.59,2.25,2.23,2.14
대한유화,006650,화학,2021,2514851601517.0,2287721342841.0,227130258676.0,179414039346.0,149935944614.0,198183234594.0,198183234594.0,2029134281774.0,2478873031267.0,449738749493.0,970576200263.0,307502731889.0,142236017604.0,15640000000.0,38400000000.0,241371122487.0,1728009955573.0,1272714703108.0,8910499996.0,184023095710.0,302995854146.0,228774097466.0,13000000,309011528516.0,1272714703108.0,47716219330.0,-297737557706.0,-19661576016.0,1508296831004.0,9921653077.0,50832171597.0,183000.0,54040000000.0,208367627006.0,1281625203104.0,23770.117578153848,8720,1144.61,109.6,0.5208,,,345.0,3.35,3.49,3.51,2.71,3.05,2.59,2.25,2.23,2.14
대한유화,006650,화학,2022,2222070977921.0,2393821096056.0,-171750118135.0,-214640345650.0,-149053085545.0,-204385808134.0,-204385808134.0,1861952413767.0,2195832515923.0,333880102156.0,460924908665.0,222554203689.0,111325898467.0,15126200000.0,39996800000.0,39334807217.0,1560826483243.0,1472357083116.0,8800591010.0,176576848956.0,217234977631.0,164766773757.0,13000000,-47969301700.0,1472357083116.0,42890227515.0,-132323306418.0,-21515266613.0,1734907607258.0,11922066532.0,27539465174.0,171500.0,55123000000.0,294545294939.0,1481157674126.0,-3689.9462846153847,9160,1292.2,118.78,0.2292,,,345.0,3.35,3.49,3.51,2.71,3.05,2.59,2.25,2.23,2.14
대한전선,001440,전기전자,2018,1648815011000.0,1524446106000.0,124368905000.0,49460575000.0,-5873191000.0,-1389835000.0,-1389835000.0,321919023000.0,1172944859000.0,851025836000.0,631812850000.0,366707848000.0,484317988000.0,2443841000.0,2382513000.0,113220108000.0,209267431000.0,426032673000.0,11472113000.0,269126950000.0,207709235000.0,147033601000.0,1712946018,33781041000.0,426032673000.0,74908330000.0,58222160000.0,-69858507000.0,541132009000.0,-53954169000.0,1249528000.0,9660.0,4826354000.0,737805728000.0,437504786000.0,19.72101901929288,7530,1100.58,103.48,-0.2916,,,468.0,3.0,2.4,3.3,2.76,2.9,2.48,1.48,1.59,1.35
대한전선,001440,전기전자,2019,1554739981000.0,1455652502000.0,99087479000.0,33222451000.0,-12627729000.0,6271257000.0,6271257000.0,312646586000.0,1235075989000.0,922429403000.0,718605710000.0,882166274000.0,40263129000.0,2119411000.0,0.0,198784545000.0,189686566000.0,410812893000.0,11824789000.0,271300542000.0,201282173000.0,138910159000.0,1712946018,98089883000.0,410812893000.0,65865028000.0,-12146301000.0,16744684000.0,516470279000.0,-56466233000.0,2259262000.0,5860.0,2119411000.0,723644858000.0,422637682000.0,57.26384951379127,8350,1166.11,103.5,-0.5625,,,468.0,3.0,2.4,3.3,2.76,2.9,2.48,1.48,1.59,1.35
