corp,stock_code,sector,year,revenue,cost_of_sales,gross_profit,operating_income,net_income,ebit,ebitda,total_equity,total_assets,total_liabilities,current_assets,current_liabilities,non_current_liabilities,short_borrowing,long_borrowing,cash_and_equivalents,retained_earnings,ppe,intangible_assets,accounts_receivable,inventory,accounts_payable,outstanding_shares,cash_flow_operating,tangible_assets,selling_general_administrative_expenses,cash_flow_investing,cash_flow_financing,long_term_assets,interest,tax,stock_price,borrowings,net_liabilities,fixed_assets,cash_flow_per_share,minimum_wage,us_kor_exchange_avg,ppi_year,kor_usa_ir_diff,total_rank,simple_total_rank,count,rating,paywellfare,worklifebal,culture,opportunity,manager,recommend,ceo,potential
디와이파워,210540,기계,2019,343476252427.0,290368319033.0,53107933394.0,25944220797.0,19083323900.0,25644779864.0,25644779864.0,167046287874.0,262634138872.0,95587850998.0,148047504269.0,80229734422.0,15358116576.0,20274566493.0,263041292.0,29487814176.0,79480724885.0,109248925339.0,610886868.0,68055002877.0,36050647936.0,39616557342.0,11041708,50012431938.0,109248925339.0,27163712597.0,-15998032555.0,-18065878801.0,114586634603.0,5628831373.0,8542189886.0,10100.0,20537607785.0,66100036822.0,109859812207.0,4529.410842779033,8350,1166.11,103.5,-0.5625,,,100.0,2.6,3.0,2.45,2.63,2.27,2.18,0.8,0.83,0.68
디와이파워,210540,기계,2020,304751063277.0,253686220636.0,51064842641.0,35532866703.0,25410370866.0,35204456897.0,35204456897.0,189056291612.0,287809530580.0,98753238969.0,177581839673.0,81868242653.0,16884996316.0,10127382113.0,0.0,33105100946.0,82007501003.0,101927496231.0,781532668.0,86720204139.0,41429757517.0,49968857755.0,22083416,23882634200.0,101927496231.0,15531975938.0,-8537960150.0,-11668746741.0,110227690907.0,4428528451.0,8706407160.0,11900.0,10127382113.0,65648138023.0,102709028899.0,1081.473726709672,8590,1180.01,103.03,0.2917,,,100.0,2.6,3.0,2.45,2.63,2.27,2.18,0.8,0.83,0.68
디와이파워,210540,기계,2021,437161571106.0,382721849461.0,54439721645.0,42159270501.0,31055613734.0,42014909162.0,42014909162.0,225972876002.0,342046278048.0,116073402046.0,225203036898.0,107103112401.0,8970289645.0,21299926355.0,44541071.0,43789131166.0,110935845639.0,109242151857.0,604242547.0,98121513923.0,66997726355.0,60752002677.0,22083416,12060985351.0,109242151857.0,12280451144.0,-9348868330.0,5734554662.0,116843241150.0,4002614004.0,8951251102.0,12950.0,21344467426.0,72284270880.0,109846394404.0,546.1557827375982,8720,1144.61,109.6,0.5208,,,100.0,2.6,3.0,2.45,2.63,2.27,2.18,0.8,0.83,0.68
디와이파워,210540,기계,2022,419018706092.0,378901440495.0,40117265597.0,26967977466.0,17854210169.0,24338709556.0,24338709556.0,240369030361.0,327522399303.0,87153368942.0,209865402641.0,84718806071.0,2434562871.0,16089482937.0,102954221.0,49769787839.0,128235507258.0,106582778751.0,623813280.0,90289761436.0,55355818317.0,54188798089.0,22083416,34269863823.0,106582778751.0,13149288131.0,-9883794951.0,-17312491179.0,117656996662.0,8019662689.0,6177412920.0,12250.0,16192437158.0,37383581103.0,107206592031.0,1551.8370809570404,9160,1292.2,118.78,0.2292,,,100.0,2.6,3.0,2.45,2.63,2.27,2.18,0.8,0.83,0.68
락앤락,115390,화학,2018,434348760174.0,240338995903.0,194009764271.0,36527719540.0,30432115950.0,37516685443.0,37516685443.0,660544407206.0,739351255215.0,78806848009.0,377687696398.0,61573714524.0,17233133485.0,22535328817.0,6528418000.0,111337062710.0,376136420407.0,280639919192.0,11355836910.0,61305111573.0,131201915749.0,16936470858.0,108373200,50977826894.0,280639919192.0,157482044731.0,-33141146518.0,-14585606979.0,361663558817.0,910719417.0,10498217581.0,20700.0,29063746817.0,-32530214701.0,291995756102.0,470.39145189031973,7530,1100.58,103.48,-0.2916,,,703.0,2.63,2.36,3.17,2.4,2.57,1.8,1.07,1.06,0.91
락앤락,115390,화학,2019,485992890534.0,272634487875.0,213358402659.0,24316194923.0,16377107778.0,28415316229.0,28415316229.0,684008901082.0,799933632133.0,115924731051.0,409499587072.0,67419205538.0,48505525513.0,2100044192.0,2515116000.0,113979654486.0,386353158102.0,268518342745.0,19452884111.0,72689434029.0,155601700078.0,25422750759.0,108373200,40645653899.0,268518342745.0,189586740963.0,1966510091.0,-41209388944.0,390434045061.0,1669093442.0,8821014661.0,14300.0,4615160192.0,1945076565.0,287971226856.0,375.0526320068061,8350,1166.11,103.5,-0.5625,,,703.0,2.63,2.36,3.17,2.4,2.57,1.8,1.07,1.06,0.91
락앤락,115390,화학,2020,501984850630.0,278322895833.0,223661954797.0,28927882916.0,11755551266.0,30855959390.0,30855959390.0,665328259986.0,783185018158.0,117856758172.0,413963893989.0,70088169169.0,47768589003.0,2067151804.0,739740000.0,168623006920.0,375014183465.0,245301716374.0,33572884175.0,72408844627.0,139284222557.0,25775582799.0,106015276,78822609475.0,245301716374.0,195048510747.0,10169405546.0,-30694649778.0,369221124169.0,1129495786.0,15004368318.0,10150.0,2806891804.0,-50766248748.0,278874600549.0,743.5023748369999,8590,1180.01,103.03,0.2917,,,703.0,2.63,2.36,3.17,2.4,2.57,1.8,1.07,1.06,0.91
락앤락,115390,화학,2021,543037527228.0,310422596838.0,232614930390.0,32518907928.0,16155709414.0,24287180553.0,24287180553.0,693951451574.0,829724564810.0,135773113236.0,542041416301.0,101323013380.0,34450099856.0,7194238454.0,0.0,191773360620.0,369076612436.0,197702451223.0,33281706779.0,76901240883.0,191554570606.0,29555663760.0,103100828,18741616568.0,197702451223.0,199455247683.0,27416083971.0,-38175302461.0,287683148509.0,973212284.0,9696936938.0,11600.0,7194238454.0,-56000247384.0,230984158002.0,181.77949616466708,8720,1144.61,109.6,0.5208,,,703.0,2.63,2.36,3.17,2.4,2.57,1.8,1.07,1.06,0.91
락앤락,115390,화학,2022,521216116746.0,313011849652.0,208204267094.0,2304046491.0,-15392621457.0,-8213595668.0,-8213595668.0,602082095515.0,708510198267.0,106428102752.0,442262498693.0,68941250787.0,37486851965.0,725220194.0,0.0,99102066854.0,256086481148.0,179900972872.0,16081425496.0,66424275554.0,183113954180.0,18321363871.0,100400888,31705078238.0,179900972872.0,204075785745.0,-27526427282.0,-98025577719.0,266247699574.0,1245949499.0,8154077754.0,6270.0,725220194.0,7326035898.0,195982398368.0,315.7848388552101,9160,1292.2,118.78,0.2292,,,703.0,2.63,2.36,3.17,2.4,2.57,1.8,1.07,1.06,0.91
롯데관광개발,032350,서비스업,2018,76076008694.0,74045980640.0,2030028054.0,76076008694.0,-101481847797.0,-106405066749.0,-106405066749.0,287077962310.0,513892805305.0,226814842995.0,220141580390.0,74545029186.0,152269813809.0,55000000.0,0.0,13144968636.0,-248159346581.0,217057212597.0,47073206632.0,662211621.0,119543944.0,167920000.0,130326348,2053895288.0,217057212597.0,28900000.0,-211869646083.0,176526112034.0,293751224915.0,98492242236.0,93028222.0,14550.0,55000000.0,213669874359.0,264130419229.0,15.759632027746223,7530,1100.58,103.48,-0.2916,,,375.0,1.88,1.57,1.68,1.68,2.02,1.5,0.37,0.44,0.34
롯데관광개발,032350,서비스업,2019,88449397734.0,104604628531.0,-16155230797.0,88449397734.0,-14681587624.0,-13759573751.0,-13759573751.0,305694644361.0,575034053421.0,269339409060.0,53095345434.0,250744642684.0,18594766376.0,59000000.0,0.0,16309876259.0,-264286789562.0,446132150763.0,46543889383.0,392844288.0,4150923940.0,198920000.0,138551324,-23291651182.0,446132150763.0,38960000.0,-38137337936.0,64593896741.0,521938707987.0,1559066716.0,715582563.0,14300.0,59000000.0,253029532801.0,492676040146.0,-168.10847063431888,8350,1166.11,103.5,-0.5625,,,375.0,1.88,1.57,1.68,1.68,2.02,1.5,0.37,0.44,0.34
롯데관광개발,032350,서비스업,2020,16769428645.0,88154147136.0,-71384718491.0,16769428645.0,-82068543116.0,-81541126139.0,-81541126139.0,226100656147.0,1198450486219.0,972349830072.0,124776944955.0,212394202592.0,759955627480.0,997695940.0,663030323556.0,58185475344.0,-345458467900.0,965268741851.0,50187247653.0,624012615.0,3965343842.0,693411767.0,138551324,-114489713027.0,965268741851.0,88150000.0,-578890239747.0,735305109367.0,1073673541264.0,13069899425.0,-302350565.0,15000.0,664028019496.0,914164354728.0,1015455989504.0,-826.3343122365254,8590,1180.01,103.03,0.2917,,,375.0,1.88,1.57,1.68,1.68,2.02,1.5,0.37,0.44,0.34
롯데관광개발,032350,서비스업,2021,107071758778.0,238322024871.0,-131250266093.0,107071758778.0,-200695718343.0,-208390846821.0,-208390846821.0,52687666051.0,1302424556614.0,1249736890563.0,91479671292.0,240448304997.0,1009288585566.0,209417290.0,674935344179.0,60686608940.0,-544720766578.0,935381937782.0,50900475940.0,2551877845.0,6636477060.0,8334507271.0,138551324,-50901377865.0,935381937782.0,238320000.0,-74050890356.0,127394122081.0,1210944885322.0,71796231902.0,-82134492.0,17550.0,675144761469.0,1189050281623.0,986282413722.0,-367.3828325523616,8720,1144.61,109.6,0.5208,,,375.0,1.88,1.57,1.68,1.68,2.02,1.5,0.37,0.44,0.34
롯데관광개발,032350,서비스업,2022,183670906051.0,302390658784.0,-118719752733.0,183670906051.0,-224708158495.0,-224037837216.0,-224037837216.0,231688109604.0,1802776594203.0,1571088484599.0,61153935710.0,1027340540479.0,543747944120.0,166130280.0,0.0,28601354662.0,-767676898491.0,1342191649259.0,49099720421.0,3923303489.0,6645527073.0,7128671742.0,145933220,-62856715016.0,1342191649259.0,302390000.0,-3653803276.0,34422969480.0,1741622658493.0,115971911735.0,-768472710.0,14450.0,166130280.0,1542487129937.0,1391291369680.0,-430.7224565866497,9160,1292.2,118.78,0.2292,,,375.0,1.88,1.57,1.68,1.68,2.02,1.5,0.37,0.44,0.34
롯데렌탈,089860,서비스업,2018,1866253761771.0,0.0,1866253761771.0,1866253761771.0,30030500793.0,38553012961.0,38553012961.0,654603751232.0,4766166550092.0,4111562798860.0,874366913712.0,1495267675125.0,2616295123735.0,99113786064.0,1208071392371.0,197408258663.0,215927585532.0,3381447738973.0,30592222124.0,205735983458.0,19145131939.0,125519260871.0,23538400,-373548204497.0,3381447738973.0,1753900000.0,-181096803647.0,487934508547.0,3891799636380.0,83853925060.0,7541593037.0,,1307185178435.0,3914154540197.0,3412039961097.0,-15869.736451797913,7530,1100.58,103.48,-0.2916,AA-,AA,780.0,3.15,2.7,3.6,3.2,2.7,2.41,1.78,1.76,1.68
롯데렌탈,089860,서비스업,2019,2050596654826.0,0.0,2050596654826.0,2050596654826.0,28848316248.0,39035593194.0,39035593194.0,668247643178.0,5362045957711.0,4693798314533.0,950006453525.0,2138616012388.0,2555182302145.0,109298959416.0,1739500438122.0,212412778160.0,230488678138.0,3807950635642.0,27087845458.0,225585547731.0,25606670808.0,126482922290.0,23538400,-294227609133.0,3807950635642.0,1924680000.0,-26926510115.0,335713303462.0,4412039504186.0,99626599839.0,4798000696.0,,1848799397538.0,4481385536373.0,3835038481100.0,-12499.898426953403,8350,1166.11,103.5,-0.5625,AA-,AA,780.0,3.15,2.7,3.6,3.2,2.7,2.41,1.78,1.76,1.68
롯데렌탈,089860,서비스업,2020,2252072787844.0,0.0,2252072787844.0,2252072787844.0,41514424930.0,57644881449.0,57644881449.0,706370360523.0,5273482392571.0,4567112032048.0,826915497654.0,2052625657641.0,2514486374407.0,109631751287.0,1672640684830.0,120223094303.0,275218526224.0,3893713695402.0,25580405843.0,209709655393.0,41279518980.0,113927757470.0,23538400,24993724912.0,3893713695402.0,2092120000.0,-46653016230.0,-69774847075.0,4446566894917.0,104986713746.0,11900715322.0,,1782272436117.0,4446888937745.0,3919294101245.0,1061.8276905821976,8590,1180.01,103.03,0.2917,AA-,AA,780.0,3.15,2.7,3.6,3.2,2.7,2.41,1.78,1.76,1.68
롯데렌탈,089860,서비스업,2021,2422658838497.0,0.0,2422658838497.0,2422658838497.0,113578198380.0,150414606640.0,150414606640.0,1237336411178.0,5989169174248.0,4751832763070.0,969909893225.0,2183965095064.0,2567867668006.0,119657186596.0,1509374910369.0,146904353891.0,387201195601.0,4378808123557.0,31369986319.0,205054465326.0,27039403252.0,376256004233.0,73268126,38638072378.0,4378808123557.0,2177160000.0,-175719654256.0,164041102974.0,5019259281023.0,104188471362.0,21029433576.0,38100.0,1629032096965.0,4604928409179.0,4410178109876.0,527.3517215112066,8720,1144.61,109.6,0.5208,AA-,AA,780.0,3.15,2.7,3.6,3.2,2.7,2.41,1.78,1.76,1.68
롯데렌탈,089860,서비스업,2022,2738939589270.0,0.0,2738939589270.0,2738939589270.0,88328519054.0,137583837940.0,137583837940.0,1296203936875.0,6927204106064.0,5631000169189.0,1114873306797.0,2332932577432.0,3298067591757.0,159180891073.0,1731630543193.0,429808735021.0,450902164338.0,4905086123888.0,29442946630.0,231092434382.0,54215791230.0,226969439565.0,73268126,-419201789072.0,4905086123888.0,2430550000.0,-74877263147.0,775112413928.0,5812330799267.0,169738805793.0,46818176167.0,27650.0,1890811434266.0,5201191434168.0,4934529070518.0,-5721.475516816139,9160,1292.2,118.78,0.2292,A+,A,780.0,3.15,2.7,3.6,3.2,2.7,2.41,1.78,1.76,1.68
롯데쇼핑,023530,유통업,2018,17820781434515.0,10313111398016.0,7507670036499.0,597003598572.0,-464996590795.0,-93861629514.0,-93861629514.0,12427372865403.0,26259308858206.0,13831935992803.0,5708395689998.0,6603742844501.0,7228193148302.0,1980154167081.0,5814744850720.0,1818473007915.0,10991567194372.0,14404970701402.0,1601819192996.0,1119397467063.0,1267488684051.0,2910394337674.0,56577510,173274991774.0,14404970701402.0,6911701185620.0,-286609895234.0,-692635619902.0,20550913168208.0,411619928356.0,177669584552.0,211000.0,7794899017801.0,12013462984888.0,16006789894398.0,3062.612542934463,7530,1100.58,103.48,-0.2916,AA,AA,2847.0,2.8,2.76,2.85,2.5,2.55,2.2,1.5,1.55,1.4
롯데쇼핑,023530,유통업,2019,17622000488403.0,10184620579709.0,7437379908694.0,427910873611.0,-816477652183.0,-1133812036195.0,-1133812036195.0,11791008348953.0,33972615751676.0,22181607402723.0,6107298116240.0,8201884223951.0,13979723178772.0,2840441420764.0,6710078874829.0,1586592082626.0,9910184246799.0,14495595094916.0,1538969077502.0,889584567689.0,1459488128039.0,2643861898203.0,56577510,1636785011643.0,14495595094916.0,7007724639491.0,-1041054974526.0,-845649926406.0,27865317635436.0,693284586934.0,105866827390.0,135500.0,9550520295593.0,20595015320097.0,16034564172418.0,28929.95841709895,8350,1166.11,103.5,-0.5625,AA,AA,2847.0,2.8,2.76,2.85,2.5,2.55,2.2,1.5,1.55,1.4
롯데쇼핑,023530,유통업,2020,16184381959951.0,9643709238672.0,6540672721279.0,346084471821.0,-686569608178.0,-771239790283.0,-771239790283.0,11088762567306.0,32829404196405.0,21740641629099.0,6290692042539.0,8779997004542.0,12960644624557.0,3947546579453.0,6234702914892.0,1913235610358.0,9176601093411.0,14372875785604.0,1288440122436.0,663522831468.0,1247319667247.0,2177179045216.0,56577510,1489939445522.0,14372875785604.0,6192267413710.0,-598134552748.0,-542693075385.0,26538712153866.0,649110203946.0,119291369889.0,102500.0,10182249494345.0,19827406018741.0,15661315908040.0,26334.482474078482,8590,1180.01,103.03,0.2917,AA,AA,2847.0,2.8,2.76,2.85,2.5,2.55,2.2,1.5,1.55,1.4
롯데쇼핑,023530,유통업,2021,15573550042665.0,9031312694405.0,6542237348260.0,207602693266.0,-272964154001.0,-638240714552.0,-638240714552.0,11797006676936.0,33426533819002.0,21629527142066.0,7000185490914.0,8994249448657.0,12635277693409.0,3564742247058.0,6388234343658.0,2398788978689.0,8996636841881.0,14578526259318.0,1185880115730.0,625501297125.0,1395280189965.0,2419870120532.0,56577510,1828098311634.0,14578526259318.0,6333903001822.0,201013870866.0,-1570504525312.0,26426348328088.0,760311035446.0,214195200505.0,87200.0,9952976590716.0,19230738163377.0,15764406375048.0,32311.39567001093,8720,1144.61,109.6,0.5208,AA,AA,2847.0,2.8,2.76,2.85,2.5,2.55,2.2,1.5,1.55,1.4
롯데쇼핑,023530,유통업,2022,15476035656554.0,8662606266375.0,6813429390179.0,386225594610.0,-318692441033.0,-567342307033.0,-567342307033.0,11035116786002.0,31703575873070.0,20668459087068.0,6179514075813.0,10622585640821.0,10045873446247.0,4894848443231.0,4866439908187.0,1800809705742.0,8641202573997.0,14325423742352.0,886804557650.0,805183467950.0,1386063156288.0,2566310260103.0,56577510,1627838230821.0,14325423742352.0,6424519191456.0,-623455871497.0,-1598680785671.0,25524061797257.0,798363441370.0,25956615041.0,91000.0,9761288351418.0,18867649381326.0,15212228300002.0,28771.82525036892,9160,1292.2,118.78,0.2292,AA-,AA,2847.0,2.8,2.76,2.85,2.5,2.55,2.2,1.5,1.55,1.4
롯데에너지머티리얼즈,020150,전기전자,2018,502008000000.0,422495000000.0,79513000000.0,48721000000.0,41310000000.0,53703000000.0,53703000000.0,528413000000.0,692205000000.0,163792000000.0,357481000000.0,109017000000.0,54775000000.0,13350000000.0,153000000.0,53097000000.0,109756000000.0,271469000000.0,4298000000.0,69267000000.0,51158000000.0,64073000000.0,92221670,86016000000.0,271469000000.0,30792000000.0,-61902000000.0,-18135000000.0,334724000000.0,5657000000.0,2646000000.0,41000.0,13503000000.0,110695000000.0,275767000000.0,932.709199475568,7530,1100.58,103.48,-0.2916,,,201.0,2.59,2.17,2.34,2.16,2.92,2.03,1.0,1.02,1.06
롯데에너지머티리얼즈,020150,전기전자,2019,550214159127.0,472815035722.0,77399123405.0,46850077558.0,46839444440.0,55079195693.0,55079195693.0,815450948170.0,1036928098274.0,221477150104.0,592714090888.0,100985308987.0,120491841117.0,666404115.0,153449945.0,332997039003.0,163843161803.0,374563607558.0,5575536588.0,74162112221.0,83940515668.0,62423958169.0,92221670,48242400635.0,374563607558.0,30549045847.0,-46887448401.0,283260139779.0,444214007386.0,5612769883.0,14024894804.0,42750.0,819854060.0,-111519888899.0,380139144146.0,523.1135007097573,8350,1166.11,103.5,-0.5625,,,201.0,2.59,2.17,2.34,2.16,2.92,2.03,1.0,1.02,1.06
롯데에너지머티리얼즈,020150,전기전자,2020,536916980684.0,450520986414.0,86395994270.0,50869598355.0,42734536379.0,45236040935.0,45236040935.0,853628399916.0,1081009988959.0,227381589043.0,518895364769.0,108570612943.0,118810976100.0,0.0,300638007.0,136680455025.0,203027752658.0,453674752914.0,7114022969.0,101650144312.0,101793822649.0,54416505501.0,92221670,49478844322.0,453674752914.0,35526395915.0,-217671561475.0,-10619617405.0,562114624190.0,18238268359.0,9438940859.0,50900.0,300638007.0,90701134018.0,460788775883.0,536.5208016944391,8590,1180.01,103.03,0.2917,,,201.0,2.59,2.17,2.34,2.16,2.92,2.03,1.0,1.02,1.06
롯데에너지머티리얼즈,020150,전기전자,2021,688892613518.0,576234643856.0,112657969662.0,69925557744.0,63175873096.0,78238379493.0,78238379493.0,1349280166469.0,1753565091431.0,404284924962.0,959410929424.0,148562451793.0,255722473169.0,175685386.0,770432124.0,234580121275.0,256976116244.0,673797394766.0,8240547863.0,157221343324.0,134866035798.0,79683346012.0,92221670,29896398554.0,673797394766.0,42732411918.0,-457455294709.0,525761019411.0,794154162007.0,10528411703.0,5109874273.0,135000.0,946117510.0,169704803687.0,682037942629.0,324.17975681854386,8720,1144.61,109.6,0.5208,,,201.0,2.59,2.17,2.34,2.16,2.92,2.03,1.0,1.02,1.06
롯데에너지머티리얼즈,020150,전기전자,2022,729362921828.0,599779830484.0,129583091344.0,84772900155.0,48987139840.0,60525430586.0,60525430586.0,1990086440415.0,2430279801877.0,440193361462.0,1436348000822.0,176543818151.0,263649543311.0,30607710969.0,1674973917.0,200611632210.0,293741117183.0,873976217105.0,10543600734.0,170393834303.0,305072795994.0,81707298872.0,92221670,28859414346.0,873976217105.0,44810191189.0,-685185399954.0,611811962001.0,993931801055.0,84558689786.0,16142287098.0,51900.0,32282684886.0,239581729252.0,884519817839.0,312.9352824124742,9160,1292.2,118.78,0.2292,,,201.0,2.59,2.17,2.34,2.16,2.92,2.03,1.0,1.02,1.06
롯데웰푸드,280360,음식료품,2018,1694513272282.0,1087930323515.0,606582948767.0,64375711047.0,8418504972.0,20792967346.0,20792967346.0,1257909871710.0,2542673938566.0,1284764066856.0,704166377651.0,449280184771.0,835483882085.0,48527147136.0,547236275697.0,198590757183.0,9474376955.0,1289500577142.0,370032815224.0,234071350908.0,237135817421.0,171656757638.0,12833434,184724780858.0,1289500577142.0,542207237720.0,-32789250914.0,-18353454549.0,1838507560915.0,24695683368.0,-9837083277.0,151000.0,595763422833.0,1086173309673.0,1659533392366.0,14394.02585917378,7530,1100.58,103.48,-0.2916,AA,AA,855.0,2.51,2.34,2.59,2.39,2.59,2.05,0.69,0.74,0.59
롯데웰푸드,280360,음식료품,2019,2092996363228.0,1391035141067.0,701961222161.0,97328867315.0,41628672249.0,52609092600.0,52609092600.0,1300790529453.0,2716174956217.0,1415384426764.0,771082731189.0,500870658830.0,914513767934.0,48574958527.0,513180497991.0,216213450178.0,36051499404.0,1314793723296.0,405458847099.0,234871002748.0,235095769809.0,163662738848.0,12833434,191036787830.0,1314793723296.0,604632354846.0,-194654133480.0,17091774334.0,1945092225028.0,31733902550.0,-18697129938.0,149500.0,561755456518.0,1199170976586.0,1720252570395.0,14885.866700214456,8350,1166.11,103.5,-0.5625,AA,AA,855.0,2.51,2.34,2.59,2.39,2.59,2.05,0.69,0.74,0.59
롯데웰푸드,280360,음식료품,2020,2076048021946.0,1356848042950.0,719199978996.0,112550163341.0,41725589912.0,55946307588.0,55946307588.0,1279895890893.0,2643035217453.0,1363139326560.0,830051473059.0,508126264155.0,855013062405.0,49349722029.0,449491188504.0,312094694566.0,69625953593.0,1255470950368.0,346699160650.0,209406402997.0,231030128002.0,152984940141.0,12833434,207297585037.0,1255470950368.0,606649815655.0,-52698650990.0,-50143993506.0,1812983744394.0,48343597872.0,-18820731326.0,102000.0,498840910533.0,1051044631994.0,1602170111018.0,16152.931868196774,8590,1180.01,103.03,0.2917,AA,AA,855.0,2.51,2.34,2.59,2.39,2.59,2.05,0.69,0.74,0.59
롯데웰푸드,280360,음식료품,2021,2145407244785.0,1412325390209.0,733081854576.0,108471110781.0,36348659698.0,54117176861.0,54117176861.0,1326971990515.0,2666648726979.0,1339676736464.0,827934641771.0,685643071295.0,654033665169.0,69094005026.0,318192714804.0,295003530332.0,93843640226.0,1293691203046.0,316904379059.0,184437499859.0,247178412188.0,186132404430.0,12833434,212747090228.0,1293691203046.0,624610743795.0,-126291736190.0,-107144445848.0,1838714085208.0,32605953090.0,-29034055571.0,120500.0,387286719830.0,1044673206132.0,1610595582105.0,16577.565305435786,8720,1144.61,109.6,0.5208,AA,AA,855.0,2.51,2.34,2.59,2.39,2.59,2.05,0.69,0.74,0.59
롯데웰푸드,280360,음식료품,2022,3203264461054.0,2291069933141.0,912194527913.0,112384711475.0,43880019381.0,51506761491.0,51506761491.0,2111631675614.0,4105259178628.0,1993627503014.0,1448968131024.0,921106822210.0,1072520680804.0,105805495083.0,635887646672.0,318391757096.0,498701819270.0,1853358441372.0,312470811011.0,366576494319.0,623442883479.0,302478288143.0,18869148,93735750670.0,1853358441372.0,799809816438.0,-104757197631.0,32626674797.0,2656291047604.0,48125437086.0,-34706098077.0,122500.0,741693141755.0,1675235745918.0,2165829252383.0,4967.672661743922,9160,1292.2,118.78,0.2292,AA,AA,855.0,2.51,2.34,2.59,2.39,2.59,2.05,0.69,0.74,0.59
롯데정밀화학,004000,화학,2018,1371695610536.0,1071491562292.0,300204048244.0,210714114670.0,214923353210.0,275210755170.0,275210755170.0,1377898005215.0,1700030432754.0,322132427539.0,716359134177.0,228509391844.0,93623035695.0,59127123083.0,81779800.0,6826754394.0,945969138048.0,701983049859.0,25818384109.0,215390164808.0,172033489827.0,87395055797.0,51600000,273177219227.0,701983049859.0,67616444355.0,-177675499003.0,-220376000000.0,983671298577.0,4538733541.0,3546396520.0,41050.0,59208902883.0,315305673145.0,727801433968.0,5294.132155562015,7530,1100.58,103.48,-0.2916,AA-,AA,275.0,3.31,3.21,4.1,2.98,2.67,2.28,2.26,2.21,2.11
롯데정밀화학,004000,화학,2019,1311271455369.0,1027792534901.0,283478920468.0,189666421057.0,168371662088.0,224874046294.0,224874046294.0,1493112848324.0,1792685481726.0,299572633402.0,860529744090.0,282524352977.0,17048280425.0,64654115122.0,2991862554.0,10560868271.0,1063061952973.0,670934895640.0,24104403992.0,210465528653.0,177815329006.0,80057892589.0,51600000,257512347852.0,670934895640.0,69550560407.0,-203551336478.0,-50275217081.0,932155737636.0,2103800510.0,75452084762.0,45150.0,67645977676.0,289011765131.0,695039299632.0,4990.5493769767445,8350,1166.11,103.5,-0.5625,,,275.0,3.31,3.21,4.1,2.98,2.67,2.28,2.26,2.21,2.11
롯데정밀화학,004000,화학,2020,1263635638072.0,1029573955450.0,234061682622.0,139232923700.0,198791787650.0,259517195276.0,259517195276.0,1649700326147.0,1874589381747.0,224889055600.0,516803182217.0,169702704219.0,55186351381.0,82801562162.0,27682159110.0,9072247225.0,1219067869596.0,757430588909.0,22887345570.0,187428579550.0,152453235118.0,63742102883.0,51600000,253112488585.0,757430588909.0,69489733577.0,-125127596869.0,-129574298369.0,1357786199530.0,13749779541.0,53054021633.0,55200.0,110483721272.0,215816808375.0,780317934479.0,4905.280786531008,8590,1180.01,103.03,0.2917,,,275.0,3.31,3.21,4.1,2.98,2.67,2.28,2.26,2.21,2.11
롯데정밀화학,004000,화학,2021,1780293056795.0,1431104011204.0,349189045591.0,244513587616.0,585458461667.0,746852368299.0,746852368299.0,2198629894285.0,2723453687435.0,524823793150.0,866863327609.0,309017089543.0,215806703607.0,98560815854.0,105293273852.0,228812533767.0,1768475372965.0,765767169048.0,20381909827.0,306123274214.0,244500983110.0,144153790293.0,51600000,308521791730.0,765767169048.0,76446584901.0,-33781503994.0,-55030950691.0,1856590359826.0,72735219765.0,37274903999.0,75000.0,203854089706.0,296011259383.0,786149078875.0,5979.104490891473,8720,1144.61,109.6,0.5208,,,275.0,3.31,3.21,4.1,2.98,2.67,2.28,2.26,2.21,2.11
롯데정밀화학,004000,화학,2022,2463759308094.0,1938383281754.0,525376026340.0,404310707357.0,146159072725.0,160079935956.0,160079935956.0,2294218530309.0,2709845870581.0,415627340272.0,1316299182252.0,397000732488.0,18626607784.0,111382162932.0,12704566744.0,577991129172.0,1862488386230.0,798600478003.0,22605388847.0,293556364129.0,286272931663.0,163006490824.0,51600000,637910729053.0,798600478003.0,90722390963.0,-213852991519.0,-74868204469.0,1393546688329.0,553731789111.0,94877566277.0,56700.0,124086729676.0,-162363788900.0,821205866850.0,12362.611028158915,9160,1292.2,118.78,0.2292,,,275.0,3.31,3.21,4.1,2.98,2.67,2.28,2.26,2.21,2.11
롯데정보통신,286940,서비스업,2018,811729800927.0,740748273428.0,70981527499.0,38977787464.0,23369598811.0,34602694502.0,34602694502.0,366495653828.0,703889697648.0,337394043820.0,404414747577.0,310829181463.0,26564862357.0,6309630997.0,17652583453.0,163197651310.0,29483180399.0,217389355435.0,27119150850.0,131759078491.0,12333381862.0,192793784719.0,28572000,107300289341.0,217389355435.0,30324507805.0,-77092994540.0,56959594641.0,299474950071.0,3485058769.0,5403704301.0,35400.0,23962214450.0,174196392510.0,244508506285.0,3755.435018234635,7530,1100.58,103.48,-0.2916,,,2733.0,2.65,2.39,3.21,2.55,2.43,2.04,1.53,1.56,1.46
